temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI,hour_sin,hour_cos,month_sin,month_cos
10.3,75,956.8,0.0,4.3,2024-01-01 00:00:00,73.3,107.8,2726.0,78.4,15.3,6.0,151,0.0,1.0,0.49999999999999994,0.8660254037844387
8.7,79,956.3,0.0,5.9,2024-01-01 01:00:00,59.5,88.0,2447.0,68.7,11.0,6.0,151,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
8.7,78,956.1,0.0,6.4,2024-01-01 02:00:00,47.6,71.0,2181.0,60.3,7.7,6.0,151,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
10.6,69,956.8,0.0,4.0,2024-01-01 03:00:00,37.8,57.0,1914.0,52.5,5.7,6.0,151,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
10.3,68,956.6,0.0,2.3,2024-01-01 04:00:00,30.2,46.1,1659.0,46.0,4.7,5.0,151,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
8.7,72,956.1,0.0,2.4,2024-01-01 05:00:00,17.3,26.5,1578.0,32.5,3.4,5.0,151,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
5.6,90,955.7,0.0,3.6,2024-01-01 06:00:00,19.2,31.5,1463.0,36.0,4.4,6.0,150,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
5.9,87,956.4,0.0,5.1,2024-01-01 07:00:00,21.7,35.0,1299.0,40.6,5.9,7.0,150,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
7.7,83,957.3,0.0,5.1,2024-01-01 08:00:00,25.2,39.2,1145.0,42.5,7.4,14.0,150,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
11.3,72,958.3,0.0,4.9,2024-01-01 09:00:00,28.6,44.5,1015.0,39.4,8.6,29.0,149,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
13.7,65,959.1,0.0,2.3,2024-01-01 10:00:00,30.9,47.7,894.0,33.7,9.8,48.0,148,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
15.7,59,958.8,0.0,3.3,2024-01-01 11:00:00,27.8,46.7,794.0,28.7,11.2,68.0,148,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
17.3,52,957.9,0.0,5.4,2024-01-01 12:00:00,25.7,44.6,683.0,23.0,13.3,91.0,147,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
18.2,48,957.1,0.0,7.6,2024-01-01 13:00:00,26.2,44.5,592.0,17.9,15.6,113.0,145,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
18.3,48,956.3,0.0,9.3,2024-01-01 14:00:00,30.0,48.8,625.0,21.2,17.1,121.0,144,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
17.7,50,955.8,0.0,10.6,2024-01-01 15:00:00,35.0,54.8,835.0,39.5,16.9,104.0,142,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
16.3,59,955.5,0.0,8.4,2024-01-01 16:00:00,41.3,61.9,1169.0,66.1,15.8,73.0,141,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.7,75,954.8,0.0,7.0,2024-01-01 17:00:00,56.0,84.3,1717.0,99.1,16.3,29.0,139,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
10.3,87,954.9,0.0,7.4,2024-01-01 18:00:00,73.6,109.0,2197.0,104.6,18.8,20.0,137,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
9.2,88,955.3,0.0,4.8,2024-01-01 19:00:00,83.1,122.5,2851.0,111.8,22.1,8.0,136,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
8.5,83,955.6,0.0,5.4,2024-01-01 20:00:00,87.1,128.1,3292.0,113.7,23.9,0.0,134,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
8.2,76,955.7,0.0,7.2,2024-01-01 21:00:00,86.8,127.1,3336.0,106.2,23.0,0.0,132,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
9.1,72,956.3,0.0,6.6,2024-01-01 22:00:00,83.4,122.0,3165.0,93.6,20.6,0.0,131,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
7.6,81,955.8,0.0,8.1,2024-01-01 23:00:00,76.4,111.3,2941.0,81.4,17.7,2.0,129,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
7.2,85,955.5,0.0,8.1,2024-01-02 00:00:00,64.3,93.6,2701.0,71.2,14.0,2.0,128,0.0,1.0,0.49999999999999994,0.8660254037844387
8.6,79,955.5,0.0,5.8,2024-01-02 01:00:00,51.3,75.0,2406.0,61.6,9.8,2.0,127,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
9.5,74,955.4,0.0,2.5,2024-01-02 02:00:00,39.8,58.7,2104.0,53.7,6.6,3.0,127,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
9.0,74,955.2,0.0,1.1,2024-01-02 03:00:00,31.0,46.0,1765.0,47.9,5.0,4.0,126,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
8.6,75,955.0,0.0,0.8,2024-01-02 04:00:00,25.0,37.7,1417.0,43.9,4.5,6.0,125,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
8.2,76,954.9,0.0,1.9,2024-01-02 05:00:00,15.8,24.1,1402.0,34.1,3.4,6.0,124,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
6.4,96,955.4,0.0,2.7,2024-01-02 06:00:00,16.0,25.3,1320.0,38.0,4.3,6.0,124,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
6.8,94,955.9,0.0,3.6,2024-01-02 07:00:00,19.7,30.7,1201.0,43.1,5.6,8.0,124,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
7.5,94,956.6,0.0,4.4,2024-01-02 08:00:00,24.4,37.0,1077.0,45.1,7.4,14.0,124,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.6,92,957.3,0.0,4.0,2024-01-02 09:00:00,28.9,43.1,943.0,40.8,9.5,29.0,124,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
10.1,84,957.9,0.0,2.4,2024-01-02 10:00:00,34.0,50.6,803.0,33.4,11.9,48.0,124,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.5,74,957.9,0.0,3.8,2024-01-02 11:00:00,29.5,48.0,697.0,27.5,15.2,68.0,124,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.0,69,957.0,0.0,4.0,2024-01-02 12:00:00,33.5,54.1,609.0,22.1,20.1,91.0,124,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.3,64,956.1,0.0,3.1,2024-01-02 13:00:00,34.5,55.1,555.0,18.2,25.8,113.0,125,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.0,61,955.4,0.0,2.7,2024-01-02 14:00:00,35.7,56.6,624.0,23.8,30.0,120.0,126,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.1,61,955.0,0.0,2.9,2024-01-02 15:00:00,36.3,57.2,874.0,47.3,31.3,97.0,126,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.3,65,954.7,0.0,4.2,2024-01-02 16:00:00,41.0,63.3,1246.0,80.3,31.0,58.0,127,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.9,76,954.4,0.0,6.0,2024-01-02 17:00:00,61.0,92.0,1594.0,98.7,27.7,29.0,127,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
10.0,86,954.8,0.0,8.4,2024-01-02 18:00:00,75.9,113.6,1898.0,105.9,30.0,21.0,127,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
9.1,88,955.3,0.0,10.4,2024-01-02 19:00:00,83.8,125.3,2321.0,115.4,33.0,10.0,127,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
10.3,84,956.1,0.0,5.2,2024-01-02 20:00:00,88.9,132.2,2655.0,119.1,33.7,2.0,127,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
9.5,88,955.7,0.0,1.1,2024-01-02 21:00:00,91.5,134.1,2834.0,112.4,30.5,0.0,128,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
9.0,90,955.5,0.0,0.5,2024-01-02 22:00:00,89.4,130.4,2925.0,99.8,25.0,1.0,128,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
8.6,91,955.5,0.0,1.3,2024-01-02 23:00:00,82.2,119.7,2924.0,87.3,19.7,2.0,129,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
8.1,93,955.3,0.0,1.8,2024-01-03 00:00:00,69.4,101.3,2806.0,76.1,15.1,3.0,129,0.0,1.0,0.49999999999999994,0.8660254037844387
6.8,100,955.3,0.0,2.6,2024-01-03 01:00:00,56.1,82.0,2597.0,65.0,10.6,3.0,130,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
5.6,100,954.9,0.0,3.7,2024-01-03 02:00:00,44.7,65.9,2364.0,55.9,7.3,4.0,130,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
5.8,100,954.8,0.0,3.6,2024-01-03 03:00:00,36.2,53.2,2089.0,49.3,5.5,5.0,131,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
5.8,100,954.5,0.0,2.2,2024-01-03 04:00:00,30.3,44.4,1790.0,44.6,4.9,5.0,131,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
6.3,99,954.8,0.0,1.5,2024-01-03 05:00:00,26.2,39.7,1366.0,38.0,4.4,5.0,132,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
6.6,100,956.1,0.0,4.3,2024-01-03 06:00:00,26.4,40.6,1536.0,40.9,5.6,2.0,133,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
6.6,100,956.3,0.0,4.9,2024-01-03 07:00:00,32.6,49.7,1758.0,44.7,7.4,0.0,134,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
6.9,98,957.0,0.0,4.8,2024-01-03 08:00:00,41.6,62.4,1823.0,45.5,10.6,5.0,135,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
7.8,95,958.0,0.0,2.4,2024-01-03 09:00:00,45.8,69.2,1582.0,40.7,16.0,27.0,137,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
10.2,82,959.1,0.0,1.4,2024-01-03 10:00:00,43.7,68.5,1185.0,33.0,22.8,59.0,139,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.7,72,959.0,0.0,3.2,2024-01-03 11:00:00,46.3,74.3,879.0,26.7,29.0,87.0,140,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.4,67,958.3,0.0,4.5,2024-01-03 12:00:00,45.8,74.0,727.0,20.0,34.3,112.0,142,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.5,63,957.2,0.0,4.2,2024-01-03 13:00:00,46.2,74.7,666.0,14.6,38.9,133.0,143,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.0,61,956.4,0.0,5.2,2024-01-03 14:00:00,47.8,76.8,751.0,20.2,41.6,137.0,144,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
15.9,62,956.0,0.0,5.6,2024-01-03 15:00:00,50.5,80.3,1040.0,46.1,41.2,110.0,146,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
14.9,66,955.7,0.0,5.1,2024-01-03 16:00:00,61.7,94.8,1476.0,83.0,39.0,67.0,147,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.2,79,955.3,0.0,6.0,2024-01-03 17:00:00,76.6,117.1,1888.0,112.5,40.9,30.0,149,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.7,92,955.2,0.0,5.8,2024-01-03 18:00:00,94.5,142.5,2343.0,118.9,41.8,21.0,150,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
7.6,94,954.9,0.0,4.3,2024-01-03 19:00:00,103.6,155.5,2967.0,127.2,42.8,9.0,151,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
7.5,93,955.5,0.0,4.7,2024-01-03 20:00:00,106.9,159.3,3409.0,128.9,41.2,0.0,151,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
7.2,92,955.7,0.0,5.7,2024-01-03 21:00:00,104.1,154.1,3527.0,118.4,35.0,0.0,152,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
6.9,92,955.5,0.0,4.9,2024-01-03 22:00:00,96.2,141.6,3463.0,101.3,26.2,2.0,152,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
6.3,92,955.2,0.0,5.3,2024-01-03 23:00:00,84.8,124.8,3286.0,86.2,18.7,5.0,152,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
6.5,91,954.9,0.0,5.1,2024-01-04 00:00:00,70.3,104.3,2970.0,76.4,13.8,5.0,153,0.0,1.0,0.49999999999999994,0.8660254037844387
6.4,90,954.5,0.0,5.9,2024-01-04 01:00:00,57.6,86.4,2542.0,68.6,10.2,4.0,153,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
6.0,89,954.6,0.0,6.4,2024-01-04 02:00:00,48.4,73.6,2148.0,61.8,7.6,4.0,153,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
6.3,86,954.7,0.0,5.4,2024-01-04 03:00:00,42.4,65.2,1788.0,55.0,6.0,7.0,153,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
7.1,83,954.8,0.0,4.2,2024-01-04 04:00:00,38.5,59.5,1462.0,49.2,5.3,10.0,153,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
7.9,77,955.0,0.0,2.6,2024-01-04 05:00:00,30.5,48.1,1296.0,38.6,4.5,8.0,153,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
5.7,91,956.0,0.0,2.7,2024-01-04 06:00:00,31.4,50.4,1458.0,42.5,5.5,5.0,153,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
7.3,82,956.7,0.0,0.5,2024-01-04 07:00:00,35.7,56.6,1670.0,47.6,7.0,1.0,153,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
7.8,79,957.1,0.0,2.6,2024-01-04 08:00:00,43.1,67.1,1751.0,49.8,8.3,5.0,154,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.6,81,957.7,0.0,1.6,2024-01-04 09:00:00,47.3,73.6,1578.0,46.7,8.9,22.0,154,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
10.6,76,958.5,0.0,2.3,2024-01-04 10:00:00,51.8,79.9,1274.0,40.7,9.4,48.0,154,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.9,69,958.4,0.0,3.1,2024-01-04 11:00:00,46.4,78.7,1023.0,35.1,11.2,72.0,154,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.5,64,957.4,0.0,3.6,2024-01-04 12:00:00,45.6,78.2,852.0,27.4,15.8,98.0,154,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.5,60,956.7,0.0,5.0,2024-01-04 13:00:00,47.8,80.6,734.0,20.1,21.8,124.0,154,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.1,57,956.1,0.0,4.7,2024-01-04 14:00:00,51.0,84.1,778.0,24.0,26.4,132.0,154,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.1,57,955.7,0.0,3.2,2024-01-04 15:00:00,56.1,90.6,1075.0,48.9,28.0,108.0,154,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.3,64,955.4,0.0,1.8,2024-01-04 16:00:00,64.7,100.6,1533.0,84.9,28.2,66.0,154,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
13.7,68,955.2,0.0,3.9,2024-01-04 17:00:00,69.6,107.6,1811.0,102.7,29.3,31.0,154,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
10.6,81,955.8,0.0,7.1,2024-01-04 18:00:00,85.9,130.9,2130.0,110.7,31.6,22.0,154,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
9.8,81,956.0,0.0,7.0,2024-01-04 19:00:00,93.8,142.5,2572.0,121.2,34.5,9.0,154,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
9.8,75,956.2,0.0,5.6,2024-01-04 20:00:00,99.2,149.5,2921.0,125.2,35.2,0.0,154,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
11.6,63,956.6,0.0,2.9,2024-01-04 21:00:00,101.0,150.9,3119.0,117.1,31.7,0.0,153,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
10.9,64,956.5,0.0,1.9,2024-01-04 22:00:00,96.9,143.4,3224.0,102.5,25.9,0.0,153,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
8.2,76,955.4,0.0,4.9,2024-01-04 23:00:00,87.8,130.4,3188.0,89.3,20.6,2.0,153,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
7.2,81,954.8,0.0,7.1,2024-01-05 00:00:00,74.3,110.8,2934.0,80.5,16.5,3.0,153,0.0,1.0,0.49999999999999994,0.8660254037844387
7.1,84,954.6,0.0,6.6,2024-01-05 01:00:00,61.7,93.4,2539.0,73.0,12.8,4.0,153,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
7.1,86,954.6,0.0,6.1,2024-01-05 02:00:00,52.6,80.6,2185.0,65.9,9.9,5.0,154,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
6.5,88,954.2,0.0,6.7,2024-01-05 03:00:00,46.0,71.5,1885.0,58.0,8.0,7.0,154,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
6.8,87,953.8,0.0,6.0,2024-01-05 04:00:00,41.2,64.7,1625.0,50.4,7.0,9.0,154,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
7.0,86,953.8,0.0,4.6,2024-01-05 05:00:00,27.8,44.7,1751.0,36.2,4.0,4.0,154,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
6.5,82,954.5,0.0,4.2,2024-01-05 06:00:00,28.1,46.1,1926.0,39.7,5.4,0.0,154,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
6.7,80,955.2,0.0,4.1,2024-01-05 07:00:00,35.4,56.9,2151.0,44.3,7.6,0.0,154,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
6.4,84,956.0,0.0,4.2,2024-01-05 08:00:00,46.6,72.6,2198.0,46.2,10.6,2.0,154,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
9.5,73,957.3,0.0,1.5,2024-01-05 09:00:00,55.5,85.9,1899.0,43.0,14.6,27.0,154,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
11.1,71,958.2,0.0,3.6,2024-01-05 10:00:00,53.9,88.7,1423.0,36.9,19.3,63.0,154,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.8,68,958.2,0.0,3.2,2024-01-05 11:00:00,53.4,91.7,1048.0,31.3,24.4,94.0,154,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.4,63,957.4,0.0,4.0,2024-01-05 12:00:00,51.3,89.2,847.0,23.4,30.5,120.0,154,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.5,59,956.8,0.0,4.2,2024-01-05 13:00:00,48.4,83.6,747.0,15.8,37.0,141.0,154,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.0,56,956.2,0.0,3.8,2024-01-05 14:00:00,49.2,83.1,807.0,19.8,41.3,145.0,154,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.1,55,956.3,0.0,3.0,2024-01-05 15:00:00,52.2,86.1,1088.0,45.2,41.7,121.0,154,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.5,67,956.3,0.0,1.8,2024-01-05 16:00:00,64.0,101.5,1530.0,82.2,39.9,81.0,154,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
14.7,61,956.5,0.0,1.5,2024-01-05 17:00:00,76.1,115.7,1829.0,96.6,37.8,52.0,154,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
13.3,68,956.6,0.0,2.6,2024-01-05 18:00:00,93.1,140.2,2252.0,109.6,40.1,37.0,154,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
10.4,78,956.6,0.0,3.1,2024-01-05 19:00:00,103.1,154.6,2835.0,126.8,43.1,17.0,155,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
8.9,82,956.5,0.0,5.5,2024-01-05 20:00:00,109.0,163.0,3267.0,135.6,43.2,2.0,155,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
10.0,76,957.0,0.0,4.0,2024-01-05 21:00:00,109.9,163.9,3442.0,128.1,38.2,0.0,155,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
10.8,72,957.3,0.0,2.6,2024-01-05 22:00:00,104.8,156.0,3467.0,112.0,30.3,2.0,156,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
6.8,87,956.3,0.0,7.3,2024-01-05 23:00:00,93.8,139.7,3349.0,97.9,23.3,5.0,156,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
7.6,85,956.2,0.0,5.4,2024-01-06 00:00:00,79.2,119.0,3027.0,90.7,18.4,5.0,156,0.0,1.0,0.49999999999999994,0.8660254037844387
6.7,88,955.6,0.0,5.6,2024-01-06 01:00:00,66.8,102.0,2563.0,85.4,14.3,4.0,156,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
6.1,89,955.6,0.0,6.1,2024-01-06 02:00:00,58.0,89.4,2148.0,77.4,11.2,6.0,156,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
5.5,88,955.1,0.0,6.9,2024-01-06 03:00:00,51.3,79.9,1809.0,61.9,9.2,14.0,156,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
4.9,87,955.0,0.0,7.2,2024-01-06 04:00:00,46.9,73.3,1520.0,43.7,8.3,25.0,157,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
5.0,82,955.0,0.0,5.5,2024-01-06 05:00:00,25.7,41.4,1752.0,42.1,4.0,4.0,157,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
8.4,66,957.1,0.0,3.1,2024-01-06 06:00:00,28.5,45.9,1929.0,45.7,5.7,1.0,157,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
7.8,67,957.7,0.0,2.8,2024-01-06 07:00:00,37.0,58.1,2156.0,50.5,8.0,0.0,157,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
7.5,67,958.4,0.0,2.1,2024-01-06 08:00:00,47.5,72.6,2209.0,51.8,10.5,5.0,157,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.5,67,959.6,0.0,2.3,2024-01-06 09:00:00,53.0,81.3,1921.0,46.8,12.5,32.0,157,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
10.3,65,959.9,0.0,1.8,2024-01-06 10:00:00,53.7,82.7,1459.0,38.5,14.6,71.0,157,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
12.6,60,960.4,0.0,3.3,2024-01-06 11:00:00,55.6,89.2,1095.0,31.2,17.7,105.0,157,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
14.2,57,959.5,0.0,3.6,2024-01-06 12:00:00,57.3,93.6,898.0,22.9,23.1,135.0,157,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
15.5,55,958.7,0.0,2.7,2024-01-06 13:00:00,55.6,91.5,800.0,15.8,29.5,160.0,157,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.4,53,957.9,0.0,2.6,2024-01-06 14:00:00,56.2,92.0,862.0,20.3,33.8,166.0,157,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
16.6,53,957.6,0.0,4.2,2024-01-06 15:00:00,59.5,96.2,1154.0,46.3,34.0,138.0,157,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.6,61,957.4,0.0,3.3,2024-01-06 16:00:00,69.6,108.7,1608.0,84.1,32.2,90.0,158,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.1,74,956.8,0.0,7.1,2024-01-06 17:00:00,87.3,136.0,2046.0,117.3,35.3,38.0,158,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.6,86,957.0,0.0,6.3,2024-01-06 18:00:00,102.9,157.9,2455.0,124.6,35.3,27.0,158,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
8.1,88,957.1,0.0,4.6,2024-01-06 19:00:00,109.4,166.2,3013.0,134.0,35.1,12.0,158,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
7.3,89,957.2,0.0,4.9,2024-01-06 20:00:00,109.2,164.4,3398.0,135.8,33.2,1.0,159,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
8.3,82,957.7,0.0,4.3,2024-01-06 21:00:00,104.1,155.1,3480.0,123.3,28.5,0.0,159,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
7.5,83,957.6,0.0,5.4,2024-01-06 22:00:00,94.5,140.2,3388.0,103.2,22.2,1.0,158,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
6.3,86,957.2,0.0,7.1,2024-01-06 23:00:00,82.2,122.0,3181.0,85.8,16.6,3.0,158,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
5.6,86,956.9,0.0,7.4,2024-01-07 00:00:00,66.4,99.4,2825.0,75.2,12.4,3.0,158,0.0,1.0,0.49999999999999994,0.8660254037844387
5.8,81,956.4,0.0,6.5,2024-01-07 01:00:00,52.7,79.9,2354.0,67.2,9.0,4.0,157,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
5.7,78,956.4,0.0,6.4,2024-01-07 02:00:00,42.4,65.2,1924.0,59.8,6.5,5.0,157,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
5.8,75,956.3,0.0,5.1,2024-01-07 03:00:00,34.9,54.5,1541.0,51.0,5.2,9.0,156,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
