temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI,hour_sin,hour_cos,month_sin,month_cos
9.6,72,955.8,0.0,8.9,2026-01-21 01:00:00,64.3,68.5,680.0,77.8,11.5,2.0,152,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
9.6,70,955.9,0.0,8.3,2026-01-21 02:00:00,51.6,55.6,490.0,74.1,8.3,5.0,152,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
9.2,68,955.7,0.0,7.6,2026-01-21 03:00:00,42.7,46.7,346.0,62.1,6.4,15.0,152,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
8.8,64,955.4,0.0,8.3,2026-01-21 04:00:00,36.8,40.6,277.0,46.6,5.5,27.0,152,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
8.8,59,955.4,0.0,8.6,2026-01-21 05:00:00,38.6,42.5,395.0,46.3,6.0,22.0,152,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
9.2,52,955.8,0.0,7.9,2026-01-21 06:00:00,34.2,38.1,901.0,50.3,7.6,18.0,152,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
8.8,50,956.2,0.0,6.8,2026-01-21 07:00:00,38.8,42.5,1593.0,55.4,9.8,13.0,151,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.9,49,956.7,0.0,7.0,2026-01-21 08:00:00,47.7,51.2,1975.0,56.4,11.6,17.0,151,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
11.0,42,957.6,0.0,5.4,2026-01-21 09:00:00,54.7,57.3,1736.0,49.5,12.2,36.0,151,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
13.8,35,958.6,0.0,2.1,2026-01-21 10:00:00,56.9,60.3,1186.0,38.5,12.5,63.0,151,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
15.8,31,959.0,0.0,1.8,2026-01-21 11:00:00,29.8,38.6,758.0,28.9,13.5,85.0,151,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
17.8,29,958.5,0.0,4.2,2026-01-21 12:00:00,24.5,32.4,589.0,20.7,16.2,101.0,150,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
18.8,29,957.7,0.0,6.5,2026-01-21 13:00:00,22.1,28.3,541.0,13.9,19.7,112.0,150,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
19.0,30,957.3,0.0,8.8,2026-01-21 14:00:00,20.3,25.3,633.0,15.0,22.5,112.0,149,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
18.5,33,956.5,0.0,9.3,2026-01-21 15:00:00,20.5,25.1,910.0,29.3,23.6,95.0,148,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
17.6,35,956.2,0.0,9.1,2026-01-21 16:00:00,22.7,27.3,1327.0,51.4,24.1,68.0,147,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
15.7,41,955.9,0.0,8.3,2026-01-21 17:00:00,45.5,50.4,1761.0,71.2,26.7,49.0,146,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
14.3,48,955.7,0.0,6.8,2026-01-21 18:00:00,73.8,79.2,2300.0,84.0,31.8,35.0,146,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
12.5,57,955.7,0.0,5.0,2026-01-21 19:00:00,92.9,98.5,2858.0,101.2,38.6,16.0,147,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
10.9,63,955.6,0.0,4.5,2026-01-21 20:00:00,103.8,110.4,3047.0,111.6,41.6,2.0,148,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
10.3,60,955.7,0.0,6.7,2026-01-21 21:00:00,110.1,118.3,2557.0,110.3,37.6,0.0,148,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
10.2,54,955.6,0.0,7.6,2026-01-21 22:00:00,104.5,111.1,1699.0,102.0,30.0,0.0,148,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
10.8,51,956.2,0.0,3.8,2026-01-21 23:00:00,87.8,93.4,1025.0,90.1,23.1,3.0,148,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
10.5,49,956.4,0.0,6.0,2026-01-22 00:00:00,72.9,76.8,771.0,73.1,18.6,14.0,147,0.0,1.0,0.49999999999999994,0.8660254037844387
9.7,49,956.1,0.0,5.8,2026-01-22 01:00:00,62.6,65.7,701.0,52.3,14.8,29.0,146,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
8.7,52,956.0,0.0,5.9,2026-01-22 02:00:00,54.7,57.2,656.0,35.0,12.0,43.0,146,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
7.7,56,955.3,0.0,6.5,2026-01-22 03:00:00,47.5,49.6,548.0,21.9,10.1,55.0,147,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
7.2,56,954.0,0.0,8.3,2026-01-22 04:00:00,42.8,44.6,466.0,12.2,9.1,66.0,147,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
8.0,54,953.4,0.0,5.3,2026-01-22 05:00:00,41.9,43.2,518.0,15.1,8.2,52.0,148,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
8.5,51,953.5,0.0,4.8,2026-01-22 06:00:00,41.4,42.8,835.0,31.4,9.8,37.0,148,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
8.3,51,953.4,0.0,6.4,2026-01-22 07:00:00,49.4,51.0,1286.0,53.3,12.0,18.0,149,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.6,49,953.9,0.0,8.1,2026-01-22 08:00:00,58.0,59.6,1586.0,64.9,13.4,12.0,150,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
10.1,45,954.4,0.0,9.1,2026-01-22 09:00:00,52.6,54.4,1605.0,56.4,13.3,31.0,150,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
11.9,40,954.9,0.0,9.3,2026-01-22 10:00:00,48.7,50.3,1473.0,37.6,12.5,63.0,150,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
13.6,39,955.1,0.0,9.5,2026-01-22 11:00:00,34.0,36.7,1301.0,22.4,11.8,89.0,150,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
15.4,35,954.9,0.0,11.2,2026-01-22 12:00:00,29.1,31.4,1060.0,15.6,11.6,102.0,150,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
16.1,34,953.9,0.0,13.5,2026-01-22 13:00:00,27.0,28.8,778.0,12.3,11.6,109.0,150,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.2,32,952.6,0.0,14.8,2026-01-22 14:00:00,25.0,26.7,647.0,11.5,11.4,112.0,150,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
15.4,35,950.8,0.0,14.4,2026-01-22 15:00:00,24.2,26.1,837.0,14.3,10.9,108.0,151,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.2,35,949.4,0.0,17.5,2026-01-22 16:00:00,26.0,29.8,1177.0,19.4,10.2,100.0,151,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.8,56,950.3,0.0,7.5,2026-01-22 17:00:00,19.0,20.1,1346.0,19.5,10.4,98.0,151,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
12.7,61,950.1,0.0,5.4,2026-01-22 18:00:00,23.0,24.4,1152.0,17.1,9.9,103.0,150,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
11.7,71,950.0,0.0,11.9,2026-01-22 19:00:00,24.6,26.4,788.0,13.7,9.2,109.0,144,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
10.6,76,950.7,0.5,11.0,2026-01-22 20:00:00,30.6,32.6,511.0,11.0,9.0,114.0,137,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
9.1,88,949.6,1.4,17.4,2026-01-22 21:00:00,36.2,38.1,441.0,9.6,9.6,116.0,130,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
9.2,89,948.7,2.5,19.7,2026-01-22 22:00:00,38.5,39.8,458.0,8.8,10.7,118.0,122,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
9.6,95,949.2,3.5,16.1,2026-01-22 23:00:00,37.4,38.3,464.0,8.0,11.5,118.0,115,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
9.8,95,948.3,4.3,16.3,2026-01-23 00:00:00,34.6,35.3,416.0,6.7,11.8,118.0,110,0.0,1.0,0.49999999999999994,0.8660254037844387
10.0,95,947.3,1.7,16.0,2026-01-23 01:00:00,31.9,32.4,358.0,5.4,11.8,116.0,106,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
9.8,94,946.0,1.6,19.5,2026-01-23 02:00:00,29.8,30.3,319.0,4.4,11.6,115.0,103,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
10.1,96,945.2,1.0,21.4,2026-01-23 03:00:00,28.8,29.0,309.0,3.7,11.3,114.0,100,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
10.2,97,944.7,0.8,24.2,2026-01-23 04:00:00,23.1,23.2,318.0,3.4,10.9,112.0,99,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
9.6,95,945.0,0.4,24.1,2026-01-23 05:00:00,21.2,21.7,350.0,4.2,11.4,106.0,97,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
9.5,94,945.3,1.1,22.6,2026-01-23 06:00:00,19.0,19.7,428.0,7.3,11.6,104.0,95,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
8.7,94,946.5,2.8,26.0,2026-01-23 07:00:00,19.5,20.2,529.0,11.4,11.8,100.0,94,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.5,98,947.5,3.7,27.8,2026-01-23 08:00:00,19.8,20.2,588.0,14.0,11.8,97.0,91,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.6,92,949.1,0.4,27.4,2026-01-23 09:00:00,21.0,21.6,562.0,13.7,11.3,94.0,88,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
9.2,84,949.9,0.2,25.4,2026-01-23 10:00:00,22.8,23.5,493.0,11.8,10.4,92.0,86,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
9.8,83,950.8,0.1,18.5,2026-01-23 11:00:00,19.9,21.1,448.0,10.0,9.8,91.0,84,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
9.1,82,950.9,0.2,16.2,2026-01-23 12:00:00,19.4,21.9,451.0,8.2,9.5,94.0,83,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
7.5,86,950.9,0.9,12.9,2026-01-23 13:00:00,19.8,24.3,476.0,6.3,9.3,99.0,82,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
9.4,79,950.4,1.5,13.7,2026-01-23 14:00:00,19.4,26.5,516.0,6.3,9.3,101.0,81,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
8.7,77,950.9,1.1,17.6,2026-01-23 15:00:00,20.8,31.2,541.0,7.6,9.3,99.0,81,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
7.7,87,950.8,0.1,16.7,2026-01-23 16:00:00,20.5,33.5,579.0,10.7,9.4,93.0,81,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
7.7,87,952.3,0.0,15.9,2026-01-23 17:00:00,15.9,17.9,709.0,20.7,5.9,78.0,80,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
6.7,86,953.2,0.0,12.4,2026-01-23 18:00:00,19.0,20.8,1060.0,22.8,6.5,74.0,80,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
6.0,85,954.2,0.0,9.2,2026-01-23 19:00:00,23.7,26.0,1501.0,25.8,7.3,67.0,80,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
4.6,91,955.6,0.0,12.3,2026-01-23 20:00:00,28.7,31.4,1721.0,28.1,8.0,61.0,80,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
4.1,90,956.0,0.0,3.5,2026-01-23 21:00:00,32.6,35.7,1514.0,29.7,8.5,55.0,79,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
4.0,91,957.4,0.0,3.6,2026-01-23 22:00:00,33.2,35.6,1085.0,30.6,8.8,50.0,79,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
4.3,94,958.3,0.0,3.6,2026-01-23 23:00:00,30.3,32.0,739.0,30.1,8.7,46.0,79,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
5.0,92,958.5,0.0,4.6,2026-01-24 00:00:00,24.4,25.6,596.0,26.6,7.9,47.0,78,0.0,1.0,0.49999999999999994,0.8660254037844387
4.2,93,958.7,0.0,3.0,2026-01-24 01:00:00,20.0,21.1,536.0,21.5,6.7,50.0,77,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
4.2,91,959.0,0.0,2.5,2026-01-24 02:00:00,19.2,20.1,503.0,18.6,5.9,49.0,76,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
3.8,91,959.8,0.0,9.8,2026-01-24 03:00:00,20.1,21.5,417.0,19.3,5.6,40.0,76,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
3.4,92,960.5,0.0,6.1,2026-01-24 04:00:00,21.9,23.7,358.0,22.1,5.6,27.0,75,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
3.2,94,960.8,0.0,6.5,2026-01-24 05:00:00,27.6,29.3,514.0,24.8,7.4,25.0,75,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
3.6,89,961.9,0.0,6.4,2026-01-24 06:00:00,25.3,27.3,1155.0,33.4,8.3,18.0,75,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2.8,91,962.2,0.0,1.3,2026-01-24 07:00:00,30.2,32.4,2010.0,44.8,9.7,10.0,76,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
3.5,90,963.6,0.0,1.9,2026-01-24 08:00:00,41.4,43.2,2458.0,49.5,11.8,12.0,77,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
5.5,80,964.9,0.0,0.6,2026-01-24 09:00:00,37.4,38.9,2099.0,41.1,15.4,34.0,78,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
7.2,79,966.0,0.0,4.7,2026-01-24 10:00:00,16.2,21.7,1333.0,26.1,19.6,66.0,80,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
8.3,74,966.6,0.0,8.4,2026-01-24 11:00:00,15.7,21.5,736.0,14.3,22.4,92.0,79,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
10.0,66,966.3,0.0,10.4,2026-01-24 12:00:00,14.8,20.0,538.0,9.4,22.6,107.0,79,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
10.9,63,965.1,0.0,12.0,2026-01-24 13:00:00,13.9,17.8,509.0,7.8,21.3,115.0,78,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
11.6,59,964.1,0.0,11.2,2026-01-24 14:00:00,13.1,15.9,534.0,8.5,19.6,119.0,78,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
12.0,57,963.1,0.0,11.0,2026-01-24 15:00:00,12.6,14.6,607.0,10.8,17.7,118.0,78,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
11.4,60,962.5,0.0,12.2,2026-01-24 16:00:00,13.2,14.6,735.0,15.5,15.4,112.0,77,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
9.6,71,962.1,0.0,19.1,2026-01-24 17:00:00,19.1,20.5,823.0,23.0,11.9,92.0,76,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
8.8,70,961.6,0.0,19.1,2026-01-24 18:00:00,28.3,29.9,835.0,36.0,12.3,74.0,77,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
8.7,67,961.4,0.0,15.6,2026-01-24 19:00:00,37.0,38.8,807.0,53.6,12.7,48.0,77,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
8.1,71,961.9,0.0,12.5,2026-01-24 20:00:00,43.4,45.2,759.0,65.0,13.0,31.0,78,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
8.0,71,961.6,0.0,11.5,2026-01-24 21:00:00,47.0,48.7,686.0,64.5,13.0,29.0,79,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
8.1,69,961.1,0.0,11.1,2026-01-24 22:00:00,49.7,51.3,593.0,57.8,12.7,35.0,81,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
8.6,66,960.4,0.0,11.2,2026-01-24 23:00:00,50.2,51.8,511.0,50.3,12.0,42.0,82,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
8.7,62,959.9,0.0,9.6,2026-01-25 00:00:00,49.1,50.6,443.0,43.4,10.6,47.0,83,0.0,1.0,0.49999999999999994,0.8660254037844387
8.7,59,959.6,0.0,8.8,2026-01-25 01:00:00,47.8,49.4,387.0,35.8,8.8,53.0,85,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
7.9,59,959.1,0.0,9.3,2026-01-25 02:00:00,47.0,48.4,361.0,29.4,7.3,58.0,88,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
7.4,59,958.7,0.0,10.9,2026-01-25 03:00:00,46.6,47.8,346.0,23.5,6.2,62.0,90,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
6.7,62,958.0,0.0,11.8,2026-01-25 04:00:00,46.1,47.4,362.0,18.9,5.5,64.0,92,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
5.8,69,957.8,0.0,11.3,2026-01-25 05:00:00,40.2,41.2,489.0,11.6,4.9,81.0,94,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
5.9,69,958.2,0.0,9.3,2026-01-25 06:00:00,41.2,42.1,870.0,24.4,6.3,66.0,95,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
5.3,72,958.7,0.0,9.3,2026-01-25 07:00:00,47.1,48.1,1361.0,41.6,8.2,47.0,96,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
5.9,69,959.0,0.0,10.8,2026-01-25 08:00:00,56.6,57.4,1613.0,51.5,9.7,40.0,97,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
8.8,60,959.8,0.0,10.7,2026-01-25 09:00:00,60.5,61.2,1388.0,47.3,10.2,55.0,99,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
11.8,51,960.5,0.0,7.9,2026-01-25 10:00:00,58.6,59.4,923.0,35.7,10.2,83.0,100,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
14.0,48,960.7,0.0,8.7,2026-01-25 11:00:00,35.9,38.0,581.0,25.5,10.5,106.0,105,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
15.7,42,959.8,0.0,11.6,2026-01-25 12:00:00,31.1,33.3,510.0,18.1,11.3,122.0,107,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
16.5,39,959.0,0.0,13.7,2026-01-25 13:00:00,27.9,30.5,561.0,12.1,12.4,135.0,109,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
16.6,40,958.3,0.0,15.9,2026-01-25 14:00:00,26.6,29.7,653.0,11.1,13.3,138.0,110,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
15.9,42,957.9,0.0,16.5,2026-01-25 15:00:00,26.9,30.0,789.0,17.0,13.7,129.0,112,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
15.0,46,957.8,0.0,15.8,2026-01-25 16:00:00,28.2,31.0,966.0,28.1,14.0,111.0,113,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
13.2,52,957.3,0.0,15.5,2026-01-25 17:00:00,32.0,34.1,1094.0,44.8,12.2,81.0,115,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
11.6,60,956.6,0.0,14.1,2026-01-25 18:00:00,47.1,49.0,1136.0,63.3,14.2,57.0,116,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
11.1,61,957.1,0.0,14.3,2026-01-25 19:00:00,61.7,63.6,1129.0,88.5,16.9,24.0,118,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
10.6,61,957.5,0.0,13.5,2026-01-25 20:00:00,74.0,75.9,1100.0,105.9,18.3,1.0,120,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
9.8,64,957.4,0.0,11.6,2026-01-25 21:00:00,78.2,80.1,1054.0,109.5,17.5,0.0,124,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
9.2,66,957.4,0.0,11.5,2026-01-25 22:00:00,74.5,76.4,986.0,105.2,15.5,2.0,127,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
8.7,70,957.1,0.0,12.0,2026-01-25 23:00:00,67.8,69.4,907.0,95.9,13.2,11.0,129,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
9.1,69,957.0,0.0,10.4,2026-01-26 00:00:00,60.3,62.2,808.0,79.9,10.8,25.0,131,0.0,1.0,0.49999999999999994,0.8660254037844387
9.1,70,956.7,0.0,8.9,2026-01-26 01:00:00,53.8,55.8,698.0,58.8,8.1,44.0,132,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
8.6,74,956.1,0.0,7.4,2026-01-26 02:00:00,48.0,49.9,609.0,41.2,6.1,58.0,133,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
8.3,76,955.8,0.0,7.4,2026-01-26 03:00:00,43.3,45.4,490.0,28.5,4.9,66.0,133,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
8.5,73,955.8,0.0,8.4,2026-01-26 04:00:00,39.9,41.9,392.0,19.1,4.4,69.0,133,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
8.1,68,956.2,0.0,8.7,2026-01-26 05:00:00,31.0,32.9,504.0,8.0,4.6,86.0,132,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
8.3,68,956.1,0.0,5.4,2026-01-26 06:00:00,29.3,31.4,1066.0,18.7,5.9,73.0,131,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
8.3,69,956.5,0.0,5.0,2026-01-26 07:00:00,32.8,34.9,1839.0,33.3,7.6,55.0,130,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
9.0,66,957.1,0.0,5.1,2026-01-26 08:00:00,40.0,42.1,2292.0,43.7,9.1,43.0,129,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387
10.2,58,958.1,0.0,5.3,2026-01-26 09:00:00,44.5,46.6,2097.0,46.1,9.6,43.0,127,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
12.7,52,958.9,0.0,2.3,2026-01-26 10:00:00,50.5,51.8,1582.0,44.2,9.9,50.0,125,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
13.1,50,959.7,0.0,1.1,2026-01-26 11:00:00,39.7,45.2,1206.0,41.6,10.9,57.0,124,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
13.4,53,959.2,0.0,2.8,2026-01-26 12:00:00,29.0,38.5,1050.0,36.7,13.5,68.0,125,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
13.3,56,958.8,0.0,3.6,2026-01-26 13:00:00,27.9,38.1,1032.0,30.9,16.8,79.0,124,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
14.0,55,958.3,0.0,3.6,2026-01-26 14:00:00,29.6,39.0,1362.0,32.1,19.7,80.0,124,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387
14.1,57,957.5,0.0,2.6,2026-01-26 15:00:00,34.0,41.6,2326.0,46.8,20.9,60.0,125,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
13.4,67,956.9,0.0,2.3,2026-01-26 16:00:00,44.5,50.1,3637.0,68.4,21.7,28.0,126,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387
12.5,69,958.2,0.0,3.7,2026-01-26 17:00:00,68.5,73.8,4654.0,77.1,17.9,7.0,127,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
12.0,70,957.9,0.0,7.1,2026-01-26 18:00:00,89.2,96.4,5185.0,75.1,22.9,7.0,131,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
12.8,56,958.2,0.2,11.0,2026-01-26 19:00:00,106.6,114.6,5420.0,72.3,29.4,8.0,135,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
12.1,58,958.6,0.0,7.4,2026-01-26 20:00:00,114.1,122.5,5287.0,70.1,32.7,9.0,140,-0.8660254037844386,0.5,0.49999999999999994,0.8660254037844387
11.3,66,958.4,0.0,4.9,2026-01-26 21:00:00,103.6,112.2,4618.0,69.6,29.6,10.0,144,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
9.6,77,958.1,0.0,3.6,2026-01-26 22:00:00,88.0,96.2,3582.0,69.7,23.2,11.0,147,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
9.8,82,958.4,0.0,11.4,2026-01-26 23:00:00,77.3,85.7,2610.0,68.8,17.4,13.0,148,-0.2588190451025215,0.9659258262890681,0.49999999999999994,0.8660254037844387
9.9,82,958.7,0.2,8.9,2026-01-27 00:00:00,66.1,74.0,1799.0,67.5,13.5,17.0,149,0.0,1.0,0.49999999999999994,0.8660254037844387
9.6,90,958.6,0.6,5.9,2026-01-27 01:00:00,54.4,61.9,1053.0,65.1,10.2,22.0,150,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
9.5,92,958.9,0.9,5.8,2026-01-27 02:00:00,43.3,50.5,515.0,57.9,7.7,31.0,150,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
9.3,91,958.7,0.6,5.8,2026-01-27 03:00:00,35.7,43.0,264.0,40.3,6.2,50.0,149,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
9.3,88,957.8,0.0,5.0,2026-01-27 04:00:00,30.4,37.5,221.0,17.9,5.5,73.0,149,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
