date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI,month,month_sin,month_cos
2024-05-06,32.9,18.8,25.9,0.0,9.7,20.995833333333334,41.29166666666666,695.6666666666666,39.5125,7.35,81.66666666666667,85.70833333333333,5,0.49999999999999994,-0.8660254037844387
2024-05-07,34.6,21.2,27.2,0.0,11.3,17.620833333333334,29.73333333333333,662.7916666666666,35.7,6.8625,87.45833333333333,88.875,5,0.49999999999999994,-0.8660254037844387
2024-05-08,35.2,20.7,28.0,0.0,10.8,17.7625,27.08333333333333,698.6666666666666,36.97083333333333,7.516666666666667,96.875,94.41666666666669,5,0.49999999999999994,-0.8660254037844387
2024-05-09,35.2,21.5,28.3,0.0,16.5,27.870833333333334,52.51666666666667,699.375,35.4375,9.266666666666667,101.33333333333331,97.08333333333331,5,0.49999999999999994,-0.8660254037844387
2024-05-10,33.4,22.5,27.8,1.0,18.2,28.666666666666668,56.175,616.5833333333334,28.29583333333333,8.233333333333333,89.04166666666667,96.41666666666669,5,0.49999999999999994,-0.8660254037844387
2024-05-11,32.7,22.3,26.5,2.6,16.3,21.65416666666667,50.06666666666666,592.125,30.1,7.695833333333333,81.41666666666667,95.54166666666669,5,0.49999999999999994,-0.8660254037844387
2024-05-12,29.1,19.6,23.6,3.3,17.4,28.3625,71.9375,597.5833333333334,32.71666666666667,8.154166666666667,85.08333333333333,85.29166666666667,5,0.49999999999999994,-0.8660254037844387
2024-05-13,31.8,17.0,25.0,0.0,14.4,15.816666666666668,28.0625,514.1666666666666,27.58333333333333,4.966666666666667,89.5,94.625,5,0.49999999999999994,-0.8660254037844387
2024-05-14,34.4,20.2,27.2,0.0,11.4,13.6125,23.0625,438.9583333333333,22.116666666666664,5.008333333333334,106.70833333333331,90.70833333333331,5,0.49999999999999994,-0.8660254037844387
2024-05-15,36.6,22.4,28.8,0.0,10.2,15.241666666666667,24.325,474.9166666666667,22.4375,7.566666666666666,111.16666666666669,94.54166666666669,5,0.49999999999999994,-0.8660254037844387
2024-05-16,35.9,21.9,29.2,0.4,27.5,15.575,29.23333333333333,481.625,24.09166666666667,6.875,97.95833333333331,87.875,5,0.49999999999999994,-0.8660254037844387
2024-05-17,37.4,22.7,29.7,0.0,24.2,17.4875,47.6,488.2916666666667,27.22083333333333,5.9125000000000005,85.375,79.41666666666667,5,0.49999999999999994,-0.8660254037844387
2024-05-18,35.9,26.2,30.0,2.7,19.7,22.92083333333333,66.04166666666667,450.4583333333333,25.2,4.9625,78.41666666666667,71.29166666666667,5,0.49999999999999994,-0.8660254037844387
2024-05-19,37.0,24.2,30.4,0.0,16.9,22.40833333333333,53.12916666666666,454.7916666666667,24.695833333333336,6.2625,88.375,90.125,5,0.49999999999999994,-0.8660254037844387
2024-05-20,37.6,23.1,30.4,0.0,22.1,16.9875,32.49583333333333,398.625,20.5625,4.979166666666667,96.5,88.95833333333333,5,0.49999999999999994,-0.8660254037844387
