temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime
10.3,75,956.8,0.0,4.3,2024-01-01 00:00:00
8.7,79,956.3,0.0,5.9,2024-01-01 01:00:00
8.7,78,956.1,0.0,6.4,2024-01-01 02:00:00
10.6,69,956.8,0.0,4.0,2024-01-01 03:00:00
10.3,68,956.6,0.0,2.3,2024-01-01 04:00:00
8.7,72,956.1,0.0,2.4,2024-01-01 05:00:00
5.6,90,955.7,0.0,3.6,2024-01-01 06:00:00
5.9,87,956.4,0.0,5.1,2024-01-01 07:00:00
7.7,83,957.3,0.0,5.1,2024-01-01 08:00:00
11.3,72,958.3,0.0,4.9,2024-01-01 09:00:00
13.7,65,959.1,0.0,2.3,2024-01-01 10:00:00
15.7,59,958.8,0.0,3.3,2024-01-01 11:00:00
17.3,52,957.9,0.0,5.4,2024-01-01 12:00:00
18.2,48,957.1,0.0,7.6,2024-01-01 13:00:00
18.3,48,956.3,0.0,9.3,2024-01-01 14:00:00
17.7,50,955.8,0.0,10.6,2024-01-01 15:00:00
16.3,59,955.5,0.0,8.4,2024-01-01 16:00:00
12.7,75,954.8,0.0,7.0,2024-01-01 17:00:00
10.3,87,954.9,0.0,7.4,2024-01-01 18:00:00
9.2,88,955.3,0.0,4.8,2024-01-01 19:00:00
8.5,83,955.6,0.0,5.4,2024-01-01 20:00:00
8.2,76,955.7,0.0,7.2,2024-01-01 21:00:00
9.1,72,956.3,0.0,6.6,2024-01-01 22:00:00
7.6,81,955.8,0.0,8.1,2024-01-01 23:00:00
7.2,85,955.5,0.0,8.1,2024-01-02 00:00:00
8.6,79,955.5,0.0,5.8,2024-01-02 01:00:00
9.5,74,955.4,0.0,2.5,2024-01-02 02:00:00
9.0,74,955.2,0.0,1.1,2024-01-02 03:00:00
8.6,75,955.0,0.0,0.8,2024-01-02 04:00:00
8.2,76,954.9,0.0,1.9,2024-01-02 05:00:00
6.4,96,955.4,0.0,2.7,2024-01-02 06:00:00
6.8,94,955.9,0.0,3.6,2024-01-02 07:00:00
7.5,94,956.6,0.0,4.4,2024-01-02 08:00:00
8.6,92,957.3,0.0,4.0,2024-01-02 09:00:00
10.1,84,957.9,0.0,2.4,2024-01-02 10:00:00
12.5,74,957.9,0.0,3.8,2024-01-02 11:00:00
14.0,69,957.0,0.0,4.0,2024-01-02 12:00:00
15.3,64,956.1,0.0,3.1,2024-01-02 13:00:00
16.0,61,955.4,0.0,2.7,2024-01-02 14:00:00
16.1,61,955.0,0.0,2.9,2024-01-02 15:00:00
15.3,65,954.7,0.0,4.2,2024-01-02 16:00:00
12.9,76,954.4,0.0,6.0,2024-01-02 17:00:00
10.0,86,954.8,0.0,8.4,2024-01-02 18:00:00
9.1,88,955.3,0.0,10.4,2024-01-02 19:00:00
10.3,84,956.1,0.0,5.2,2024-01-02 20:00:00
9.5,88,955.7,0.0,1.1,2024-01-02 21:00:00
9.0,90,955.5,0.0,0.5,2024-01-02 22:00:00
8.6,91,955.5,0.0,1.3,2024-01-02 23:00:00
8.1,93,955.3,0.0,1.8,2024-01-03 00:00:00
6.8,100,955.3,0.0,2.6,2024-01-03 01:00:00
5.6,100,954.9,0.0,3.7,2024-01-03 02:00:00
5.8,100,954.8,0.0,3.6,2024-01-03 03:00:00
5.8,100,954.5,0.0,2.2,2024-01-03 04:00:00
6.3,99,954.8,0.0,1.5,2024-01-03 05:00:00
6.6,100,956.1,0.0,4.3,2024-01-03 06:00:00
6.6,100,956.3,0.0,4.9,2024-01-03 07:00:00
6.9,98,957.0,0.0,4.8,2024-01-03 08:00:00
7.8,95,958.0,0.0,2.4,2024-01-03 09:00:00
10.2,82,959.1,0.0,1.4,2024-01-03 10:00:00
12.7,72,959.0,0.0,3.2,2024-01-03 11:00:00
14.4,67,958.3,0.0,4.5,2024-01-03 12:00:00
15.5,63,957.2,0.0,4.2,2024-01-03 13:00:00
16.0,61,956.4,0.0,5.2,2024-01-03 14:00:00
15.9,62,956.0,0.0,5.6,2024-01-03 15:00:00
14.9,66,955.7,0.0,5.1,2024-01-03 16:00:00
12.2,79,955.3,0.0,6.0,2024-01-03 17:00:00
8.7,92,955.2,0.0,5.8,2024-01-03 18:00:00
7.6,94,954.9,0.0,4.3,2024-01-03 19:00:00
7.5,93,955.5,0.0,4.7,2024-01-03 20:00:00
7.2,92,955.7,0.0,5.7,2024-01-03 21:00:00
6.9,92,955.5,0.0,4.9,2024-01-03 22:00:00
6.3,92,955.2,0.0,5.3,2024-01-03 23:00:00
6.5,91,954.9,0.0,5.1,2024-01-04 00:00:00
6.4,90,954.5,0.0,5.9,2024-01-04 01:00:00
6.0,89,954.6,0.0,6.4,2024-01-04 02:00:00
6.3,86,954.7,0.0,5.4,2024-01-04 03:00:00
7.1,83,954.8,0.0,4.2,2024-01-04 04:00:00
7.9,77,955.0,0.0,2.6,2024-01-04 05:00:00
5.7,91,956.0,0.0,2.7,2024-01-04 06:00:00
7.3,82,956.7,0.0,0.5,2024-01-04 07:00:00
7.8,79,957.1,0.0,2.6,2024-01-04 08:00:00
8.6,81,957.7,0.0,1.6,2024-01-04 09:00:00
10.6,76,958.5,0.0,2.3,2024-01-04 10:00:00
12.9,69,958.4,0.0,3.1,2024-01-04 11:00:00
14.5,64,957.4,0.0,3.6,2024-01-04 12:00:00
15.5,60,956.7,0.0,5.0,2024-01-04 13:00:00
16.1,57,956.1,0.0,4.7,2024-01-04 14:00:00
16.1,57,955.7,0.0,3.2,2024-01-04 15:00:00
15.3,64,955.4,0.0,1.8,2024-01-04 16:00:00
13.7,68,955.2,0.0,3.9,2024-01-04 17:00:00
10.6,81,955.8,0.0,7.1,2024-01-04 18:00:00
9.8,81,956.0,0.0,7.0,2024-01-04 19:00:00
9.8,75,956.2,0.0,5.6,2024-01-04 20:00:00
11.6,63,956.6,0.0,2.9,2024-01-04 21:00:00
10.9,64,956.5,0.0,1.9,2024-01-04 22:00:00
8.2,76,955.4,0.0,4.9,2024-01-04 23:00:00
7.2,81,954.8,0.0,7.1,2024-01-05 00:00:00
7.1,84,954.6,0.0,6.6,2024-01-05 01:00:00
7.1,86,954.6,0.0,6.1,2024-01-05 02:00:00
6.5,88,954.2,0.0,6.7,2024-01-05 03:00:00
6.8,87,953.8,0.0,6.0,2024-01-05 04:00:00
7.0,86,953.8,0.0,4.6,2024-01-05 05:00:00
6.5,82,954.5,0.0,4.2,2024-01-05 06:00:00
6.7,80,955.2,0.0,4.1,2024-01-05 07:00:00
6.4,84,956.0,0.0,4.2,2024-01-05 08:00:00
9.5,73,957.3,0.0,1.5,2024-01-05 09:00:00
11.1,71,958.2,0.0,3.6,2024-01-05 10:00:00
12.8,68,958.2,0.0,3.2,2024-01-05 11:00:00
14.4,63,957.4,0.0,4.0,2024-01-05 12:00:00
15.5,59,956.8,0.0,4.2,2024-01-05 13:00:00
16.0,56,956.2,0.0,3.8,2024-01-05 14:00:00
16.1,55,956.3,0.0,3.0,2024-01-05 15:00:00
15.5,67,956.3,0.0,1.8,2024-01-05 16:00:00
14.7,61,956.5,0.0,1.5,2024-01-05 17:00:00
13.3,68,956.6,0.0,2.6,2024-01-05 18:00:00
10.4,78,956.6,0.0,3.1,2024-01-05 19:00:00
8.9,82,956.5,0.0,5.5,2024-01-05 20:00:00
10.0,76,957.0,0.0,4.0,2024-01-05 21:00:00
10.8,72,957.3,0.0,2.6,2024-01-05 22:00:00
6.8,87,956.3,0.0,7.3,2024-01-05 23:00:00
7.6,85,956.2,0.0,5.4,2024-01-06 00:00:00
6.7,88,955.6,0.0,5.6,2024-01-06 01:00:00
6.1,89,955.6,0.0,6.1,2024-01-06 02:00:00
5.5,88,955.1,0.0,6.9,2024-01-06 03:00:00
4.9,87,955.0,0.0,7.2,2024-01-06 04:00:00
5.0,82,955.0,0.0,5.5,2024-01-06 05:00:00
8.4,66,957.1,0.0,3.1,2024-01-06 06:00:00
7.8,67,957.7,0.0,2.8,2024-01-06 07:00:00
7.5,67,958.4,0.0,2.1,2024-01-06 08:00:00
8.5,67,959.6,0.0,2.3,2024-01-06 09:00:00
10.3,65,959.9,0.0,1.8,2024-01-06 10:00:00
12.6,60,960.4,0.0,3.3,2024-01-06 11:00:00
14.2,57,959.5,0.0,3.6,2024-01-06 12:00:00
15.5,55,958.7,0.0,2.7,2024-01-06 13:00:00
16.4,53,957.9,0.0,2.6,2024-01-06 14:00:00
16.6,53,957.6,0.0,4.2,2024-01-06 15:00:00
15.6,61,957.4,0.0,3.3,2024-01-06 16:00:00
12.1,74,956.8,0.0,7.1,2024-01-06 17:00:00
8.6,86,957.0,0.0,6.3,2024-01-06 18:00:00
8.1,88,957.1,0.0,4.6,2024-01-06 19:00:00
7.3,89,957.2,0.0,4.9,2024-01-06 20:00:00
8.3,82,957.7,0.0,4.3,2024-01-06 21:00:00
7.5,83,957.6,0.0,5.4,2024-01-06 22:00:00
6.3,86,957.2,0.0,7.1,2024-01-06 23:00:00
5.6,86,956.9,0.0,7.4,2024-01-07 00:00:00
5.8,81,956.4,0.0,6.5,2024-01-07 01:00:00
5.7,78,956.4,0.0,6.4,2024-01-07 02:00:00
5.8,75,956.3,0.0,5.1,2024-01-07 03:00:00
6.4,70,956.3,0.0,4.2,2024-01-07 04:00:00
7.5,63,956.3,0.0,2.8,2024-01-07 05:00:00
3.8,79,956.4,0.0,3.9,2024-01-07 06:00:00
4.9,71,957.5,0.0,3.6,2024-01-07 07:00:00
6.0,69,958.4,0.0,3.6,2024-01-07 08:00:00
8.4,64,959.5,0.0,2.1,2024-01-07 09:00:00
10.9,62,960.4,0.0,2.3,2024-01-07 10:00:00
13.0,61,960.7,0.0,3.2,2024-01-07 11:00:00
14.6,60,959.9,0.0,3.9,2024-01-07 12:00:00
15.7,57,959.0,0.0,3.3,2024-01-07 13:00:00
16.2,56,958.4,0.0,3.3,2024-01-07 14:00:00
16.1,56,957.9,0.0,3.7,2024-01-07 15:00:00
15.2,63,957.7,0.0,3.1,2024-01-07 16:00:00
14.4,63,957.6,0.0,3.8,2024-01-07 17:00:00
10.2,76,957.4,0.0,5.8,2024-01-07 18:00:00
10.0,73,957.6,0.0,4.8,2024-01-07 19:00:00
10.7,66,957.8,0.0,3.2,2024-01-07 20:00:00
10.6,61,958.2,0.0,2.5,2024-01-07 21:00:00
9.8,61,958.1,0.0,2.9,2024-01-07 22:00:00
7.6,69,957.4,0.0,5.4,2024-01-07 23:00:00
6.6,75,956.9,0.0,6.9,2024-01-08 00:00:00
6.2,78,956.3,0.0,6.4,2024-01-08 01:00:00
6.2,78,956.0,0.0,5.4,2024-01-08 02:00:00
6.4,76,956.2,0.0,4.2,2024-01-08 03:00:00
7.4,69,956.2,0.0,3.6,2024-01-08 04:00:00
7.7,65,956.1,0.0,3.3,2024-01-08 05:00:00
5.7,73,957.1,0.0,5.4,2024-01-08 06:00:00
7.2,64,957.6,0.0,4.8,2024-01-08 07:00:00
7.5,62,958.0,0.0,4.7,2024-01-08 08:00:00
9.0,59,958.9,0.0,2.4,2024-01-08 09:00:00
11.4,55,959.8,0.0,0.5,2024-01-08 10:00:00
13.4,51,959.9,0.0,2.3,2024-01-08 11:00:00
14.8,50,959.1,0.0,3.3,2024-01-08 12:00:00
15.8,49,958.3,0.0,2.6,2024-01-08 13:00:00
16.3,48,957.8,0.0,2.2,2024-01-08 14:00:00
16.3,48,957.5,0.0,3.2,2024-01-08 15:00:00
15.3,71,957.5,0.0,2.3,2024-01-08 16:00:00
12.8,65,957.0,0.0,6.1,2024-01-08 17:00:00
9.6,83,957.0,0.0,6.0,2024-01-08 18:00:00
9.5,84,956.8,0.0,5.0,2024-01-08 19:00:00
9.0,86,956.9,0.0,4.1,2024-01-08 20:00:00
9.1,85,957.5,0.0,5.4,2024-01-08 21:00:00
8.2,88,957.4,0.0,6.1,2024-01-08 22:00:00
7.6,87,957.1,0.0,5.8,2024-01-08 23:00:00
6.8,88,957.0,0.0,5.4,2024-01-09 00:00:00
6.6,88,956.8,0.0,5.6,2024-01-09 01:00:00
6.8,85,956.8,0.0,5.6,2024-01-09 02:00:00
6.8,82,956.6,0.0,5.5,2024-01-09 03:00:00
6.2,81,955.9,0.0,5.6,2024-01-09 04:00:00
5.6,79,955.7,0.0,7.7,2024-01-09 05:00:00
8.1,68,957.8,0.0,0.5,2024-01-09 06:00:00
8.1,66,958.3,0.0,1.5,2024-01-09 07:00:00
7.3,69,958.9,0.0,1.1,2024-01-09 08:00:00
7.8,74,960.2,0.0,2.4,2024-01-09 09:00:00
10.1,71,960.7,0.0,1.5,2024-01-09 10:00:00
12.5,64,960.8,0.0,2.2,2024-01-09 11:00:00
14.1,60,960.0,0.0,3.8,2024-01-09 12:00:00
15.7,54,959.1,0.0,4.8,2024-01-09 13:00:00
16.5,51,958.6,0.0,6.1,2024-01-09 14:00:00
16.5,50,958.3,0.0,7.0,2024-01-09 15:00:00
15.5,55,958.1,0.0,6.2,2024-01-09 16:00:00
11.8,71,957.3,0.0,6.2,2024-01-09 17:00:00
8.6,82,958.0,0.0,5.6,2024-01-09 18:00:00
8.0,88,958.0,0.0,4.0,2024-01-09 19:00:00
7.6,87,958.1,0.0,4.7,2024-01-09 20:00:00
6.7,86,958.4,0.0,8.2,2024-01-09 21:00:00
7.1,81,958.4,0.0,6.8,2024-01-09 22:00:00
6.6,80,957.8,0.0,6.4,2024-01-09 23:00:00
6.5,78,957.3,0.0,5.8,2024-01-10 00:00:00
5.4,81,956.6,0.0,6.3,2024-01-10 01:00:00
5.0,82,956.3,0.0,6.6,2024-01-10 02:00:00
5.1,82,956.2,0.0,6.4,2024-01-10 03:00:00
4.9,83,955.8,0.0,5.7,2024-01-10 04:00:00
4.5,83,955.6,0.0,6.2,2024-01-10 05:00:00
6.0,74,957.2,0.0,4.9,2024-01-10 06:00:00
7.9,64,957.8,0.0,3.2,2024-01-10 07:00:00
6.6,72,957.8,0.0,3.6,2024-01-10 08:00:00
9.4,67,958.7,0.0,5.7,2024-01-10 09:00:00
12.1,62,959.5,0.0,4.0,2024-01-10 10:00:00
14.2,55,959.0,0.0,6.5,2024-01-10 11:00:00
16.0,49,958.0,0.0,10.0,2024-01-10 12:00:00
16.9,45,957.0,0.0,12.9,2024-01-10 13:00:00
17.3,45,956.2,0.0,13.0,2024-01-10 14:00:00
17.1,46,955.5,0.0,13.0,2024-01-10 15:00:00
15.4,55,955.1,0.0,12.9,2024-01-10 16:00:00
12.7,67,954.5,0.0,11.9,2024-01-10 17:00:00
10.1,77,954.7,0.0,10.0,2024-01-10 18:00:00
8.7,80,954.1,0.0,7.1,2024-01-10 19:00:00
7.8,79,954.2,0.0,6.6,2024-01-10 20:00:00
7.3,73,954.3,0.0,7.7,2024-01-10 21:00:00
7.0,69,954.4,0.0,8.7,2024-01-10 22:00:00
6.9,67,954.3,0.0,8.2,2024-01-10 23:00:00
6.3,69,954.2,0.0,6.4,2024-01-11 00:00:00
5.9,71,954.0,0.0,5.7,2024-01-11 01:00:00
5.6,73,954.1,0.0,5.0,2024-01-11 02:00:00
5.3,76,953.9,0.0,4.5,2024-01-11 03:00:00
5.3,75,953.5,0.0,5.0,2024-01-11 04:00:00
4.8,78,953.1,0.0,6.4,2024-01-11 05:00:00
7.8,65,955.4,0.0,4.4,2024-01-11 06:00:00
7.2,68,955.8,0.0,1.4,2024-01-11 07:00:00
5.0,81,956.3,0.0,1.5,2024-01-11 08:00:00
8.8,67,958.0,0.0,1.1,2024-01-11 09:00:00
11.1,62,959.2,0.0,2.6,2024-01-11 10:00:00
12.8,61,959.3,0.0,3.4,2024-01-11 11:00:00
14.3,58,958.3,0.0,3.8,2024-01-11 12:00:00
15.7,56,957.4,0.0,2.2,2024-01-11 13:00:00
16.8,54,957.0,0.0,2.9,2024-01-11 14:00:00
17.2,51,956.5,0.0,3.8,2024-01-11 15:00:00
16.2,72,956.4,0.0,2.1,2024-01-11 16:00:00
15.1,59,956.3,0.0,2.3,2024-01-11 17:00:00
11.7,68,956.7,0.0,6.1,2024-01-11 18:00:00
9.8,75,957.2,0.0,9.8,2024-01-11 19:00:00
10.5,70,957.8,0.0,3.7,2024-01-11 20:00:00
10.0,72,958.0,0.0,3.3,2024-01-11 21:00:00
10.1,69,957.7,0.0,1.5,2024-01-11 22:00:00
9.7,67,957.1,0.0,4.1,2024-01-11 23:00:00
6.2,77,955.8,0.0,8.4,2024-01-12 00:00:00
7.0,72,955.4,0.0,7.7,2024-01-12 01:00:00
6.6,68,954.5,0.0,8.2,2024-01-12 02:00:00
6.5,61,954.2,0.0,8.7,2024-01-12 03:00:00
6.1,62,953.4,0.0,9.2,2024-01-12 04:00:00
6.0,65,953.2,0.0,8.7,2024-01-12 05:00:00
5.2,70,953.9,0.0,6.9,2024-01-12 06:00:00
4.9,71,954.3,0.0,6.9,2024-01-12 07:00:00
6.0,67,954.8,0.0,6.6,2024-01-12 08:00:00
9.5,60,956.0,0.0,7.4,2024-01-12 09:00:00
12.9,53,957.2,0.0,4.7,2024-01-12 10:00:00
15.1,49,957.1,0.0,4.6,2024-01-12 11:00:00
16.8,46,956.3,0.0,5.2,2024-01-12 12:00:00
17.2,45,955.6,0.0,6.8,2024-01-12 13:00:00
17.1,47,955.0,0.0,6.5,2024-01-12 14:00:00
16.5,50,954.7,0.0,5.8,2024-01-12 15:00:00
15.4,60,954.6,0.0,2.9,2024-01-12 16:00:00
13.9,64,954.9,0.0,2.9,2024-01-12 17:00:00
12.1,76,955.7,0.0,5.4,2024-01-12 18:00:00
11.7,77,956.0,0.0,6.6,2024-01-12 19:00:00
11.1,78,956.0,0.0,7.6,2024-01-12 20:00:00
10.4,81,955.6,0.0,7.3,2024-01-12 21:00:00
10.6,79,955.9,0.0,3.9,2024-01-12 22:00:00
9.9,83,956.0,0.0,4.0,2024-01-12 23:00:00
7.9,92,955.3,0.0,6.5,2024-01-13 00:00:00
8.8,88,955.0,0.0,4.8,2024-01-13 01:00:00
8.3,87,954.2,0.0,3.3,2024-01-13 02:00:00
10.4,73,954.0,0.0,0.5,2024-01-13 03:00:00
7.8,82,953.0,0.0,4.1,2024-01-13 04:00:00
6.1,87,952.5,0.0,6.3,2024-01-13 05:00:00
5.4,93,953.7,0.0,4.5,2024-01-13 06:00:00
7.2,80,954.6,0.0,4.6,2024-01-13 07:00:00
6.7,83,954.8,0.0,4.6,2024-01-13 08:00:00
9.0,76,956.1,0.0,1.6,2024-01-13 09:00:00
11.4,72,957.0,0.0,3.3,2024-01-13 10:00:00
13.1,69,957.1,0.0,3.9,2024-01-13 11:00:00
14.8,64,956.3,0.0,3.1,2024-01-13 12:00:00
16.1,58,955.9,0.0,3.4,2024-01-13 13:00:00
16.7,56,955.4,0.0,3.9,2024-01-13 14:00:00
16.7,55,955.1,0.0,3.4,2024-01-13 15:00:00
16.2,58,955.1,0.0,1.8,2024-01-13 16:00:00
15.4,60,955.0,0.0,3.3,2024-01-13 17:00:00
14.4,58,955.6,0.0,3.0,2024-01-13 18:00:00
12.8,65,955.9,0.0,6.5,2024-01-13 19:00:00
10.7,76,956.2,0.0,4.7,2024-01-13 20:00:00
10.0,78,956.6,0.0,2.9,2024-01-13 21:00:00
10.1,75,956.7,0.0,1.6,2024-01-13 22:00:00
9.8,74,956.2,0.0,2.9,2024-01-13 23:00:00
6.2,84,955.2,0.0,7.5,2024-01-14 00:00:00
5.8,85,954.9,0.0,6.7,2024-01-14 01:00:00
5.9,86,954.6,0.0,5.4,2024-01-14 02:00:00
5.0,89,953.9,0.0,5.1,2024-01-14 03:00:00
4.8,86,953.3,0.0,5.9,2024-01-14 04:00:00
4.7,84,953.2,0.0,5.9,2024-01-14 05:00:00
5.1,74,954.6,0.0,8.2,2024-01-14 06:00:00
4.9,75,954.7,0.0,6.6,2024-01-14 07:00:00
5.2,80,955.6,0.0,6.4,2024-01-14 08:00:00
9.3,67,957.0,0.0,4.1,2024-01-14 09:00:00
12.3,59,957.8,0.0,1.8,2024-01-14 10:00:00
14.6,56,957.7,0.0,3.9,2024-01-14 11:00:00
16.6,51,956.9,0.0,5.8,2024-01-14 12:00:00
17.8,48,956.0,0.0,7.3,2024-01-14 13:00:00
18.1,47,955.6,0.0,9.0,2024-01-14 14:00:00
17.6,50,955.1,0.0,9.3,2024-01-14 15:00:00
16.3,57,954.8,0.0,7.5,2024-01-14 16:00:00
11.9,77,953.9,0.0,8.1,2024-01-14 17:00:00
9.7,82,954.5,0.0,5.9,2024-01-14 18:00:00
8.7,86,955.0,0.0,4.5,2024-01-14 19:00:00
8.3,83,955.4,0.0,5.1,2024-01-14 20:00:00
8.6,73,955.7,0.0,5.5,2024-01-14 21:00:00
10.1,64,956.2,0.0,5.2,2024-01-14 22:00:00
8.8,68,955.5,0.0,7.3,2024-01-14 23:00:00
8.5,67,955.2,0.0,6.5,2024-01-15 00:00:00
8.2,63,954.8,0.0,4.6,2024-01-15 01:00:00
7.0,64,954.2,0.0,6.1,2024-01-15 02:00:00
6.6,67,953.7,0.0,6.9,2024-01-15 03:00:00
5.8,73,952.9,0.0,8.0,2024-01-15 04:00:00
4.6,79,952.3,0.0,9.0,2024-01-15 05:00:00
7.2,69,954.7,0.0,3.1,2024-01-15 06:00:00
7.4,64,954.7,0.0,1.6,2024-01-15 07:00:00
7.4,61,955.2,0.0,1.1,2024-01-15 08:00:00
9.7,57,956.1,0.0,1.1,2024-01-15 09:00:00
12.4,53,956.5,0.0,0.4,2024-01-15 10:00:00
14.8,51,956.4,0.0,2.3,2024-01-15 11:00:00
16.8,49,955.4,0.0,5.2,2024-01-15 12:00:00
18.3,45,954.5,0.0,7.6,2024-01-15 13:00:00
18.9,42,953.7,0.0,9.1,2024-01-15 14:00:00
18.3,45,953.1,0.0,9.4,2024-01-15 15:00:00
16.8,54,952.9,0.0,6.5,2024-01-15 16:00:00
12.3,75,952.3,0.0,8.7,2024-01-15 17:00:00
14.4,59,953.1,0.0,2.2,2024-01-15 18:00:00
9.2,80,952.8,0.0,9.0,2024-01-15 19:00:00
8.2,85,954.1,0.0,7.8,2024-01-15 20:00:00
6.5,89,954.4,0.0,9.3,2024-01-15 21:00:00
5.7,92,954.4,0.0,10.5,2024-01-15 22:00:00
5.1,93,954.5,0.0,10.2,2024-01-15 23:00:00
4.7,94,954.3,0.0,10.0,2024-01-16 00:00:00
4.5,95,953.8,0.0,9.3,2024-01-16 01:00:00
4.6,95,953.3,0.0,8.4,2024-01-16 02:00:00
4.6,94,952.8,0.0,7.5,2024-01-16 03:00:00
5.5,88,952.3,0.0,5.0,2024-01-16 04:00:00
6.8,80,952.2,0.0,2.5,2024-01-16 05:00:00
6.3,90,952.8,0.0,4.3,2024-01-16 06:00:00
6.3,88,953.0,0.0,2.5,2024-01-16 07:00:00
6.0,85,953.5,0.0,2.2,2024-01-16 08:00:00
8.6,76,954.6,0.0,2.9,2024-01-16 09:00:00
10.5,76,955.0,0.0,4.2,2024-01-16 10:00:00
12.7,70,954.9,0.0,4.1,2024-01-16 11:00:00
14.5,62,954.0,0.0,5.4,2024-01-16 12:00:00
15.7,54,952.8,0.0,4.4,2024-01-16 13:00:00
16.3,50,952.2,0.0,4.3,2024-01-16 14:00:00
16.2,50,951.9,0.0,4.7,2024-01-16 15:00:00
15.5,53,951.7,0.0,5.6,2024-01-16 16:00:00
11.8,73,951.1,0.0,8.9,2024-01-16 17:00:00
13.1,64,952.4,0.0,2.8,2024-01-16 18:00:00
11.8,68,952.8,0.0,5.4,2024-01-16 19:00:00
9.5,76,952.8,0.0,7.9,2024-01-16 20:00:00
10.8,70,953.7,0.0,4.7,2024-01-16 21:00:00
9.6,72,953.6,0.0,4.7,2024-01-16 22:00:00
8.6,74,953.3,0.0,5.5,2024-01-16 23:00:00
7.8,76,952.8,0.0,6.3,2024-01-17 00:00:00
8.0,73,952.4,0.0,5.8,2024-01-17 01:00:00
7.1,75,952.2,0.0,6.1,2024-01-17 02:00:00
6.5,77,952.1,0.0,6.4,2024-01-17 03:00:00
6.8,75,952.0,0.0,5.4,2024-01-17 04:00:00
5.9,79,951.8,0.0,5.9,2024-01-17 05:00:00
7.2,69,952.5,0.0,4.1,2024-01-17 06:00:00
6.6,68,952.8,0.0,4.6,2024-01-17 07:00:00
6.3,73,953.1,0.0,6.5,2024-01-17 08:00:00
11.0,57,954.5,0.0,4.1,2024-01-17 09:00:00
13.5,51,955.2,0.0,1.1,2024-01-17 10:00:00
15.4,48,955.3,0.0,1.8,2024-01-17 11:00:00
16.9,47,954.9,0.0,3.9,2024-01-17 12:00:00
17.8,45,954.2,0.0,5.4,2024-01-17 13:00:00
18.1,45,953.6,0.0,6.4,2024-01-17 14:00:00
17.8,47,953.6,0.0,7.2,2024-01-17 15:00:00
16.6,53,953.6,0.0,6.4,2024-01-17 16:00:00
12.6,74,953.0,0.0,7.3,2024-01-17 17:00:00
12.0,74,953.4,0.0,5.4,2024-01-17 18:00:00
11.2,74,953.7,0.0,4.7,2024-01-17 19:00:00
9.7,76,954.2,0.0,5.6,2024-01-17 20:00:00
11.1,64,954.9,0.0,4.6,2024-01-17 21:00:00
11.8,59,955.5,0.0,4.2,2024-01-17 22:00:00
9.3,69,955.0,0.0,5.5,2024-01-17 23:00:00
7.8,76,954.5,0.0,5.8,2024-01-18 00:00:00
7.7,75,954.4,0.0,4.7,2024-01-18 01:00:00
7.4,76,954.1,0.0,5.1,2024-01-18 02:00:00
8.0,72,954.1,0.0,4.2,2024-01-18 03:00:00
8.3,70,953.8,0.0,3.6,2024-01-18 04:00:00
7.4,74,953.8,0.0,4.4,2024-01-18 05:00:00
8.6,71,954.4,0.0,2.6,2024-01-18 06:00:00
8.8,69,955.0,0.0,3.6,2024-01-18 07:00:00
7.9,75,955.0,0.0,3.8,2024-01-18 08:00:00
11.1,63,956.4,0.0,1.3,2024-01-18 09:00:00
13.1,59,957.0,0.0,2.0,2024-01-18 10:00:00
15.0,55,957.0,0.0,3.0,2024-01-18 11:00:00
16.6,49,956.3,0.0,4.3,2024-01-18 12:00:00
17.9,42,955.5,0.0,6.5,2024-01-18 13:00:00
18.4,37,955.0,0.0,9.0,2024-01-18 14:00:00
18.0,37,954.9,0.0,9.5,2024-01-18 15:00:00
16.8,44,954.5,0.0,8.2,2024-01-18 16:00:00
13.1,61,953.9,0.0,6.2,2024-01-18 17:00:00
11.7,64,954.4,0.0,6.2,2024-01-18 18:00:00
10.4,65,954.5,0.0,5.5,2024-01-18 19:00:00
10.0,57,955.0,0.0,5.0,2024-01-18 20:00:00
9.7,53,955.5,0.0,5.2,2024-01-18 21:00:00
8.9,53,955.6,0.0,7.1,2024-01-18 22:00:00
9.7,48,955.6,0.0,6.6,2024-01-18 23:00:00
10.7,47,955.6,0.0,4.5,2024-01-19 00:00:00
11.2,48,955.7,0.0,2.4,2024-01-19 01:00:00
10.2,53,955.5,0.0,2.4,2024-01-19 02:00:00
9.1,60,955.4,0.0,2.6,2024-01-19 03:00:00
9.1,63,955.1,0.0,2.6,2024-01-19 04:00:00
7.8,70,954.8,0.0,3.9,2024-01-19 05:00:00
8.1,68,955.4,0.0,4.7,2024-01-19 06:00:00
5.2,79,954.9,0.0,7.4,2024-01-19 07:00:00
6.2,80,955.8,0.0,5.8,2024-01-19 08:00:00
9.4,69,957.0,0.0,5.8,2024-01-19 09:00:00
12.4,58,957.7,0.0,1.5,2024-01-19 10:00:00
14.7,50,957.5,0.0,1.1,2024-01-19 11:00:00
16.5,45,956.5,0.0,3.2,2024-01-19 12:00:00
17.7,41,955.7,0.0,6.0,2024-01-19 13:00:00
18.3,38,955.0,0.0,8.0,2024-01-19 14:00:00
18.2,37,954.8,0.0,8.6,2024-01-19 15:00:00
17.0,43,954.6,0.0,7.2,2024-01-19 16:00:00
13.1,62,954.0,0.0,7.1,2024-01-19 17:00:00
