temperature_2m,relative_humidity_2m,surface_pressure,precipitation,wind_speed_10m,datetime
30.3,32,939.6,0.0,6.0,2024-06-26 03:00:00
29.8,33,940.1,0.0,6.4,2024-06-26 04:00:00
26.8,42,939.7,0.0,9.0,2024-06-26 05:00:00
30.0,40,941.0,0.0,4.0,2024-06-26 06:00:00
32.3,36,941.7,0.0,5.6,2024-06-26 07:00:00
34.7,32,942.1,0.0,5.2,2024-06-26 08:00:00
36.9,27,941.8,0.0,5.4,2024-06-26 09:00:00
38.5,25,941.8,0.0,3.9,2024-06-26 10:00:00
39.9,22,941.7,0.0,5.8,2024-06-26 11:00:00
40.9,19,941.3,0.0,9.8,2024-06-26 12:00:00
41.5,18,940.9,0.0,13.8,2024-06-26 13:00:00
41.3,18,940.4,0.0,17.2,2024-06-26 14:00:00
41.1,18,939.9,0.0,17.2,2024-06-26 15:00:00
40.7,18,939.3,0.0,14.1,2024-06-26 16:00:00
40.1,18,938.8,0.0,11.2,2024-06-26 17:00:00
38.5,23,939.4,0.0,13.7,2024-06-26 18:00:00
36.4,26,939.3,0.0,8.1,2024-06-26 19:00:00
34.2,28,939.8,0.0,6.2,2024-06-26 20:00:00
33.2,30,940.4,0.0,6.8,2024-06-26 21:00:00
32.4,31,940.7,0.0,4.5,2024-06-26 22:00:00
31.4,33,940.8,0.0,4.3,2024-06-26 23:00:00
30.5,36,940.8,0.0,6.5,2024-06-27 00:00:00
30.3,36,940.9,0.0,8.4,2024-06-27 01:00:00
29.5,38,941.8,0.0,7.5,2024-06-27 02:00:00
29.5,44,942.5,0.0,12.2,2024-06-27 03:00:00
30.2,50,943.3,0.0,13.3,2024-06-27 04:00:00
29.4,63,943.8,0.0,15.6,2024-06-27 05:00:00
30.2,60,944.2,0.0,13.5,2024-06-27 06:00:00
31.1,58,944.5,0.0,14.1,2024-06-27 07:00:00
32.2,56,944.8,0.0,15.2,2024-06-27 08:00:00
33.2,54,944.9,0.0,14.5,2024-06-27 09:00:00
34.5,49,944.6,0.0,12.6,2024-06-27 10:00:00
35.9,45,944.4,0.0,10.7,2024-06-27 11:00:00
37.2,41,943.8,0.0,11.3,2024-06-27 12:00:00
37.9,37,943.4,0.0,2.8,2024-06-27 13:00:00
37.9,35,942.7,0.0,11.1,2024-06-27 14:00:00
38.6,32,942.3,0.0,8.7,2024-06-27 15:00:00
38.4,30,941.6,0.0,8.7,2024-06-27 16:00:00
38.5,30,940.9,0.0,5.4,2024-06-27 17:00:00
34.4,46,942.5,0.0,19.2,2024-06-27 18:00:00
33.5,49,942.4,0.0,14.2,2024-06-27 19:00:00
32.5,52,942.9,0.0,8.1,2024-06-27 20:00:00
31.8,54,943.5,0.0,6.7,2024-06-27 21:00:00
31.1,57,944.2,0.0,8.2,2024-06-27 22:00:00
30.4,60,944.5,0.0,9.0,2024-06-27 23:00:00
29.9,62,944.6,0.0,9.4,2024-06-28 00:00:00
29.5,64,944.6,0.0,8.5,2024-06-28 01:00:00
29.2,65,944.4,0.0,8.8,2024-06-28 02:00:00
28.9,66,944.1,0.0,9.6,2024-06-28 03:00:00
28.7,68,944.2,0.0,8.3,2024-06-28 04:00:00
28.4,69,944.3,0.0,9.0,2024-06-28 05:00:00
25.5,86,945.1,0.3,7.1,2024-06-28 06:00:00
27.7,74,944.6,0.1,5.0,2024-06-28 07:00:00
30.0,62,944.6,0.0,5.5,2024-06-28 08:00:00
32.0,55,944.3,0.0,9.4,2024-06-28 09:00:00
33.5,48,943.9,0.0,12.2,2024-06-28 10:00:00
34.6,44,943.2,0.0,13.0,2024-06-28 11:00:00
35.6,42,942.8,0.0,12.2,2024-06-28 12:00:00
36.3,40,942.1,0.0,11.2,2024-06-28 13:00:00
36.9,39,941.4,0.0,9.3,2024-06-28 14:00:00
36.7,39,940.6,0.0,9.2,2024-06-28 15:00:00
36.7,38,940.3,0.0,4.0,2024-06-28 16:00:00
36.8,37,939.8,0.0,2.2,2024-06-28 17:00:00
35.3,41,940.4,0.0,2.2,2024-06-28 18:00:00
34.2,44,940.1,0.0,4.3,2024-06-28 19:00:00
32.3,50,940.1,0.0,6.4,2024-06-28 20:00:00
31.5,53,940.8,0.0,2.9,2024-06-28 21:00:00
31.0,54,941.3,0.0,5.9,2024-06-28 22:00:00
30.4,56,941.5,0.0,7.9,2024-06-28 23:00:00
30.1,56,941.6,0.0,7.9,2024-06-29 00:00:00
29.5,59,941.3,0.0,5.8,2024-06-29 01:00:00
29.3,60,941.2,0.0,7.9,2024-06-29 02:00:00
28.9,60,941.3,0.0,12.1,2024-06-29 03:00:00
26.3,73,941.7,5.6,12.5,2024-06-29 04:00:00
26.0,81,941.1,0.1,4.3,2024-06-29 05:00:00
28.8,61,941.6,0.0,5.4,2024-06-29 06:00:00
30.2,56,941.9,0.0,5.6,2024-06-29 07:00:00
31.8,51,941.9,0.0,2.6,2024-06-29 08:00:00
33.2,48,941.9,0.0,2.7,2024-06-29 09:00:00
34.7,44,942.0,0.0,8.0,2024-06-29 10:00:00
35.9,41,941.9,0.0,9.4,2024-06-29 11:00:00
36.8,40,941.5,0.0,9.2,2024-06-29 12:00:00
37.5,38,941.0,0.0,8.3,2024-06-29 13:00:00
38.1,37,940.5,0.0,7.7,2024-06-29 14:00:00
38.1,37,939.8,0.0,7.5,2024-06-29 15:00:00
38.2,37,939.2,0.0,6.0,2024-06-29 16:00:00
37.3,38,938.8,0.0,2.6,2024-06-29 17:00:00
35.6,39,940.3,0.0,6.3,2024-06-29 18:00:00
34.6,42,940.4,0.0,8.0,2024-06-29 19:00:00
32.8,48,940.5,0.0,8.1,2024-06-29 20:00:00
31.5,54,940.9,0.0,3.1,2024-06-29 21:00:00
31.1,54,941.2,0.0,4.6,2024-06-29 22:00:00
30.4,57,941.0,0.0,2.9,2024-06-29 23:00:00
29.9,59,940.9,0.0,4.0,2024-06-30 00:00:00
29.7,61,940.6,0.0,4.8,2024-06-30 01:00:00
29.1,65,940.6,0.0,6.4,2024-06-30 02:00:00
28.7,65,940.7,0.0,5.4,2024-06-30 03:00:00
28.5,66,941.2,0.0,3.4,2024-06-30 04:00:00
27.7,70,941.4,0.0,9.4,2024-06-30 05:00:00
25.9,83,941.4,0.0,1.1,2024-06-30 06:00:00
27.0,76,942.2,0.2,2.3,2024-06-30 07:00:00
28.6,67,942.3,0.1,3.8,2024-06-30 08:00:00
31.0,57,942.5,0.0,6.5,2024-06-30 09:00:00
33.0,52,942.2,0.0,6.2,2024-06-30 10:00:00
34.6,48,941.7,0.0,7.0,2024-06-30 11:00:00
36.1,45,941.0,0.0,8.4,2024-06-30 12:00:00
37.3,42,940.4,0.0,8.9,2024-06-30 13:00:00
37.7,40,939.5,0.0,10.8,2024-06-30 14:00:00
37.9,38,938.7,0.0,10.4,2024-06-30 15:00:00
37.9,37,937.8,0.0,8.5,2024-06-30 16:00:00
37.5,38,937.0,0.0,7.7,2024-06-30 17:00:00
35.8,44,937.9,0.0,7.5,2024-06-30 18:00:00
34.1,51,937.8,0.0,10.3,2024-06-30 19:00:00
32.7,55,938.2,0.0,9.8,2024-06-30 20:00:00
31.9,58,939.1,0.0,8.0,2024-06-30 21:00:00
31.5,59,939.5,0.0,7.9,2024-06-30 22:00:00
31.1,60,939.6,0.0,8.5,2024-06-30 23:00:00
30.8,62,939.7,0.0,9.6,2024-07-01 00:00:00
30.4,63,939.4,0.0,10.1,2024-07-01 01:00:00
29.8,67,939.2,0.2,10.6,2024-07-01 02:00:00
27.0,81,939.5,3.5,10.0,2024-07-01 03:00:00
26.8,83,939.1,1.8,9.7,2024-07-01 04:00:00
26.5,84,939.5,0.1,9.4,2024-07-01 05:00:00
26.8,86,938.9,0.0,4.0,2024-07-01 06:00:00
27.4,82,939.2,0.0,4.1,2024-07-01 07:00:00
29.9,67,939.5,0.0,6.3,2024-07-01 08:00:00
32.3,57,939.7,0.0,3.6,2024-07-01 09:00:00
34.2,52,939.4,0.0,4.3,2024-07-01 10:00:00
35.6,48,938.9,0.0,7.5,2024-07-01 11:00:00
36.6,45,938.1,0.0,7.7,2024-07-01 12:00:00
37.4,42,937.2,0.0,7.6,2024-07-01 13:00:00
37.9,40,936.3,0.0,8.7,2024-07-01 14:00:00
38.4,38,935.7,0.0,9.7,2024-07-01 15:00:00
38.3,38,935.2,0.0,10.6,2024-07-01 16:00:00
38.1,37,934.7,0.0,7.9,2024-07-01 17:00:00
34.5,53,935.6,0.0,12.3,2024-07-01 18:00:00
33.4,57,935.5,0.0,11.5,2024-07-01 19:00:00
31.9,63,936.1,0.0,8.2,2024-07-01 20:00:00
31.2,67,936.9,0.0,8.5,2024-07-01 21:00:00
31.0,67,937.3,0.0,9.4,2024-07-01 22:00:00
30.7,68,937.3,0.0,7.3,2024-07-01 23:00:00
30.4,69,937.2,0.0,7.4,2024-07-02 00:00:00
30.1,70,936.4,0.0,9.4,2024-07-02 01:00:00
29.5,72,936.1,0.0,11.3,2024-07-02 02:00:00
25.5,93,936.9,9.3,15.1,2024-07-02 03:00:00
25.8,93,936.8,0.7,6.2,2024-07-02 04:00:00
25.6,94,937.0,0.9,6.6,2024-07-02 05:00:00
25.1,90,936.5,4.7,17.3,2024-07-02 06:00:00
26.7,84,936.6,0.2,10.1,2024-07-02 07:00:00
28.3,76,937.2,0.1,9.5,2024-07-02 08:00:00
29.4,70,937.6,3.0,4.9,2024-07-02 09:00:00
31.3,64,937.4,0.0,6.8,2024-07-02 10:00:00
32.9,60,937.5,0.0,3.6,2024-07-02 11:00:00
34.1,59,937.1,0.0,4.8,2024-07-02 12:00:00
35.4,55,936.6,0.0,3.7,2024-07-02 13:00:00
36.2,52,935.7,0.0,4.3,2024-07-02 14:00:00
36.6,49,935.1,0.0,5.4,2024-07-02 15:00:00
36.8,48,934.8,0.0,3.5,2024-07-02 16:00:00
36.8,46,934.6,0.0,1.9,2024-07-02 17:00:00
35.0,54,935.3,0.0,6.6,2024-07-02 18:00:00
33.3,60,935.7,0.0,7.9,2024-07-02 19:00:00
32.1,63,936.2,0.0,9.4,2024-07-02 20:00:00
31.5,64,936.8,0.0,7.6,2024-07-02 21:00:00
31.1,66,937.4,0.0,7.1,2024-07-02 22:00:00
30.7,68,937.5,0.0,6.1,2024-07-02 23:00:00
29.6,76,937.6,0.0,4.5,2024-07-03 00:00:00
28.5,76,937.2,0.0,12.5,2024-07-03 01:00:00
27.4,77,937.8,1.0,10.4,2024-07-03 02:00:00
26.1,87,937.1,0.6,6.5,2024-07-03 03:00:00
26.7,86,937.9,0.0,6.8,2024-07-03 04:00:00
26.5,87,938.8,0.0,3.9,2024-07-03 05:00:00
29.5,77,938.1,0.0,9.8,2024-07-03 06:00:00
30.4,73,938.6,0.0,5.8,2024-07-03 07:00:00
31.3,71,938.8,0.0,7.6,2024-07-03 08:00:00
32.5,68,938.9,0.0,3.7,2024-07-03 09:00:00
33.8,63,938.6,0.0,4.3,2024-07-03 10:00:00
35.3,57,938.5,0.0,5.5,2024-07-03 11:00:00
36.4,52,938.4,0.0,7.3,2024-07-03 12:00:00
37.3,49,938.0,0.0,7.9,2024-07-03 13:00:00
37.8,48,937.6,0.0,7.9,2024-07-03 14:00:00
38.1,46,937.2,0.0,5.6,2024-07-03 15:00:00
38.3,44,936.9,0.0,2.9,2024-07-03 16:00:00
38.1,44,936.8,0.0,1.3,2024-07-03 17:00:00
35.3,56,937.9,0.0,17.9,2024-07-03 18:00:00
33.1,63,938.3,0.0,12.6,2024-07-03 19:00:00
32.4,63,938.8,0.0,11.2,2024-07-03 20:00:00
32.1,64,939.4,0.0,8.9,2024-07-03 21:00:00
31.6,66,940.1,0.0,8.5,2024-07-03 22:00:00
31.5,66,940.8,0.0,11.9,2024-07-03 23:00:00
30.4,71,941.2,0.0,15.0,2024-07-04 00:00:00
29.1,78,941.3,0.1,20.6,2024-07-04 01:00:00
26.4,91,941.1,4.6,13.9,2024-07-04 02:00:00
25.9,89,941.8,2.4,13.7,2024-07-04 03:00:00
25.8,90,942.2,0.0,10.2,2024-07-04 04:00:00
25.8,89,942.3,0.1,11.6,2024-07-04 05:00:00
26.9,84,942.5,0.0,13.6,2024-07-04 06:00:00
26.8,86,943.3,0.0,13.7,2024-07-04 07:00:00
27.5,82,943.4,0.0,15.1,2024-07-04 08:00:00
28.7,76,943.8,0.0,15.9,2024-07-04 09:00:00
30.1,70,943.9,0.0,16.6,2024-07-04 10:00:00
30.5,68,943.9,0.0,17.4,2024-07-04 11:00:00
30.9,66,943.5,0.0,16.5,2024-07-04 12:00:00
31.4,65,943.3,0.1,17.9,2024-07-04 13:00:00
31.9,62,942.3,0.0,17.6,2024-07-04 14:00:00
32.9,59,942.1,0.0,15.1,2024-07-04 15:00:00
32.4,61,941.4,0.0,13.5,2024-07-04 16:00:00
32.5,60,940.7,0.0,12.1,2024-07-04 17:00:00
31.0,67,940.9,0.0,12.5,2024-07-04 18:00:00
30.1,70,940.9,0.0,11.2,2024-07-04 19:00:00
29.3,73,940.9,0.0,10.7,2024-07-04 20:00:00
29.0,74,941.9,0.0,11.7,2024-07-04 21:00:00
28.3,75,942.2,0.0,14.0,2024-07-04 22:00:00
27.8,78,942.1,0.0,11.6,2024-07-04 23:00:00
26.5,86,942.1,1.7,7.0,2024-07-05 00:00:00
26.4,87,941.3,0.1,10.5,2024-07-05 01:00:00
26.2,87,940.7,0.0,9.9,2024-07-05 02:00:00
25.1,90,941.1,2.0,10.6,2024-07-05 03:00:00
25.0,90,941.1,1.4,5.4,2024-07-05 04:00:00
24.9,92,941.1,0.5,2.3,2024-07-05 05:00:00
25.4,90,941.1,0.2,6.2,2024-07-05 06:00:00
25.8,89,940.7,0.1,8.6,2024-07-05 07:00:00
26.5,86,940.9,0.1,7.9,2024-07-05 08:00:00
26.7,86,941.0,0.1,6.5,2024-07-05 09:00:00
28.2,78,941.1,0.2,10.8,2024-07-05 10:00:00
28.5,73,940.9,1.0,12.8,2024-07-05 11:00:00
27.3,85,940.3,0.5,11.1,2024-07-05 12:00:00
29.0,75,939.6,0.3,7.4,2024-07-05 13:00:00
29.7,73,938.8,0.1,9.8,2024-07-05 14:00:00
30.0,71,938.0,0.3,9.3,2024-07-05 15:00:00
31.1,65,937.4,0.1,13.0,2024-07-05 16:00:00
30.4,65,936.9,0.0,17.8,2024-07-05 17:00:00
30.9,60,936.2,0.0,9.4,2024-07-05 18:00:00
29.9,64,936.0,0.0,6.5,2024-07-05 19:00:00
29.1,66,936.6,0.0,7.4,2024-07-05 20:00:00
28.4,69,937.3,0.0,5.8,2024-07-05 21:00:00
28.2,70,938.0,0.0,8.7,2024-07-05 22:00:00
23.8,90,938.4,3.0,12.2,2024-07-05 23:00:00
22.9,94,938.5,5.4,12.3,2024-07-06 00:00:00
23.2,90,937.3,0.5,10.5,2024-07-06 01:00:00
23.3,91,937.2,1.9,7.6,2024-07-06 02:00:00
22.8,94,938.1,5.7,12.2,2024-07-06 03:00:00
22.5,94,937.4,4.7,9.2,2024-07-06 04:00:00
21.9,97,938.2,6.6,8.7,2024-07-06 05:00:00
23.4,97,937.9,0.0,14.1,2024-07-06 06:00:00
24.4,90,938.1,0.0,12.7,2024-07-06 07:00:00
25.7,84,939.2,0.0,9.7,2024-07-06 08:00:00
27.0,78,939.6,0.0,7.7,2024-07-06 09:00:00
28.4,71,939.6,0.0,10.0,2024-07-06 10:00:00
29.1,69,939.9,0.0,7.9,2024-07-06 11:00:00
29.7,67,939.4,0.0,8.9,2024-07-06 12:00:00
30.4,64,938.7,0.0,6.8,2024-07-06 13:00:00
31.3,60,938.2,0.0,6.0,2024-07-06 14:00:00
31.8,58,937.5,0.0,6.5,2024-07-06 15:00:00
31.8,57,937.0,0.0,6.8,2024-07-06 16:00:00
31.6,57,936.8,0.0,7.3,2024-07-06 17:00:00
30.2,66,937.4,0.0,8.3,2024-07-06 18:00:00
28.7,72,937.4,0.0,7.4,2024-07-06 19:00:00
27.4,78,938.1,0.0,6.4,2024-07-06 20:00:00
27.2,78,938.9,0.0,8.0,2024-07-06 21:00:00
25.8,86,939.7,0.0,4.3,2024-07-06 22:00:00
25.8,85,939.9,0.0,7.1,2024-07-06 23:00:00
25.7,85,939.9,0.0,6.8,2024-07-07 00:00:00
25.3,85,939.8,0.0,6.0,2024-07-07 01:00:00
25.1,82,939.4,0.0,9.4,2024-07-07 02:00:00
25.0,82,939.6,0.0,11.4,2024-07-07 03:00:00
23.4,85,941.2,0.0,12.9,2024-07-07 04:00:00
22.1,91,941.9,0.7,16.9,2024-07-07 05:00:00
22.5,87,940.9,0.0,6.0,2024-07-07 06:00:00
24.5,79,941.7,0.0,5.9,2024-07-07 07:00:00
27.0,69,942.8,0.0,8.3,2024-07-07 08:00:00
28.2,67,943.4,0.1,6.1,2024-07-07 09:00:00
29.5,62,943.4,0.0,3.7,2024-07-07 10:00:00
30.5,59,943.7,0.0,7.8,2024-07-07 11:00:00
30.8,59,943.2,0.0,5.9,2024-07-07 12:00:00
30.8,59,942.4,0.0,7.9,2024-07-07 13:00:00
30.6,61,941.8,0.0,10.1,2024-07-07 14:00:00
30.4,62,941.4,0.0,8.5,2024-07-07 15:00:00
30.3,64,940.9,0.0,8.1,2024-07-07 16:00:00
30.1,67,940.6,0.0,5.8,2024-07-07 17:00:00
29.6,62,941.8,0.0,1.1,2024-07-07 18:00:00
27.6,74,941.3,0.0,4.8,2024-07-07 19:00:00
26.7,76,941.3,0.0,9.0,2024-07-07 20:00:00
26.3,77,942.0,0.0,9.4,2024-07-07 21:00:00
25.7,81,942.5,0.0,7.4,2024-07-07 22:00:00
25.0,86,943.0,0.0,4.7,2024-07-07 23:00:00
24.7,88,943.5,0.0,3.6,2024-07-08 00:00:00
24.6,88,943.6,0.0,6.6,2024-07-08 01:00:00
24.4,88,944.0,0.0,7.1,2024-07-08 02:00:00
24.3,86,944.0,0.0,7.7,2024-07-08 03:00:00
24.3,86,944.1,0.0,6.9,2024-07-08 04:00:00
23.9,87,944.3,0.0,4.8,2024-07-08 05:00:00
26.2,76,944.7,0.0,3.4,2024-07-08 06:00:00
26.8,77,945.3,0.0,7.4,2024-07-08 07:00:00
27.9,76,945.4,0.0,1.0,2024-07-08 08:00:00
29.7,70,945.6,0.0,2.6,2024-07-08 09:00:00
30.8,68,945.3,0.0,5.9,2024-07-08 10:00:00
31.9,65,945.4,0.0,7.1,2024-07-08 11:00:00
32.7,61,945.2,0.0,7.3,2024-07-08 12:00:00
32.9,59,944.7,0.0,8.2,2024-07-08 13:00:00
33.5,56,944.3,0.0,7.6,2024-07-08 14:00:00
33.7,54,944.0,0.0,6.1,2024-07-08 15:00:00
33.7,54,943.5,0.0,5.2,2024-07-08 16:00:00
33.2,56,943.0,0.0,4.1,2024-07-08 17:00:00
32.8,62,942.9,0.0,2.2,2024-07-08 18:00:00
30.8,74,942.6,0.0,4.4,2024-07-08 19:00:00
28.9,78,942.4,0.0,3.8,2024-07-08 20:00:00
28.5,75,943.2,0.0,2.5,2024-07-08 21:00:00
28.0,77,944.1,0.0,3.8,2024-07-08 22:00:00
27.6,78,944.5,0.0,5.6,2024-07-08 23:00:00
27.6,76,944.9,0.0,7.0,2024-07-09 00:00:00
27.0,79,944.8,0.0,8.0,2024-07-09 01:00:00
26.7,83,945.3,0.1,11.6,2024-07-09 02:00:00
25.9,86,945.5,0.1,13.3,2024-07-09 03:00:00
24.7,88,946.5,1.4,10.7,2024-07-09 04:00:00
24.5,88,946.1,0.3,7.5,2024-07-09 05:00:00
24.8,86,946.9,0.0,6.7,2024-07-09 06:00:00
25.8,80,946.8,0.0,8.7,2024-07-09 07:00:00
27.0,75,946.9,0.0,8.0,2024-07-09 08:00:00
28.3,75,946.7,0.0,6.0,2024-07-09 09:00:00
30.0,73,947.0,0.0,6.2,2024-07-09 10:00:00
31.4,68,946.8,0.0,6.4,2024-07-09 11:00:00
32.5,62,946.7,0.1,8.8,2024-07-09 12:00:00
33.1,60,946.1,0.0,9.4,2024-07-09 13:00:00
33.6,58,945.7,0.0,10.1,2024-07-09 14:00:00
33.5,59,945.2,0.0,9.4,2024-07-09 15:00:00
33.0,60,944.5,0.5,8.3,2024-07-09 16:00:00
33.1,59,944.0,0.0,7.3,2024-07-09 17:00:00
32.8,62,943.6,0.0,6.4,2024-07-09 18:00:00
31.1,71,943.3,0.0,4.5,2024-07-09 19:00:00
29.9,74,943.2,0.0,5.1,2024-07-09 20:00:00
29.3,76,943.7,0.0,4.3,2024-07-09 21:00:00
29.0,76,944.1,0.0,1.6,2024-07-09 22:00:00
28.4,79,944.4,0.0,2.7,2024-07-09 23:00:00
28.1,80,944.8,0.0,4.8,2024-07-10 00:00:00
27.7,79,945.4,0.0,9.0,2024-07-10 01:00:00
27.2,82,945.6,0.0,9.8,2024-07-10 02:00:00
25.9,86,945.7,0.6,15.9,2024-07-10 03:00:00
23.8,94,946.7,9.3,9.7,2024-07-10 04:00:00
24.2,92,946.8,0.4,8.5,2024-07-10 05:00:00
25.5,86,946.4,0.0,5.8,2024-07-10 06:00:00
26.3,83,946.9,0.0,4.0,2024-07-10 07:00:00
27.4,80,947.0,0.0,3.7,2024-07-10 08:00:00
28.9,77,947.4,0.0,6.1,2024-07-10 09:00:00
30.6,71,948.0,0.0,1.3,2024-07-10 10:00:00
31.0,70,947.8,0.2,4.7,2024-07-10 11:00:00
31.8,68,947.5,0.2,5.8,2024-07-10 12:00:00
32.2,66,946.5,0.1,4.8,2024-07-10 13:00:00
32.8,65,945.6,0.1,2.4,2024-07-10 14:00:00
33.0,64,945.0,0.1,4.0,2024-07-10 15:00:00
32.8,64,944.2,0.0,6.2,2024-07-10 16:00:00
32.9,60,943.9,0.0,9.0,2024-07-10 17:00:00
31.7,68,943.8,0.0,4.2,2024-07-10 18:00:00
30.1,80,943.4,0.0,2.9,2024-07-10 19:00:00
28.5,79,943.0,0.0,3.5,2024-07-10 20:00:00
28.0,75,943.2,0.0,4.6,2024-07-10 21:00:00
27.7,73,943.5,0.0,6.1,2024-07-10 22:00:00
27.6,73,943.6,0.0,6.1,2024-07-10 23:00:00
27.4,76,943.5,0.0,4.8,2024-07-11 00:00:00
27.1,80,943.3,0.0,3.9,2024-07-11 01:00:00
26.9,83,943.0,0.0,3.4,2024-07-11 02:00:00
26.7,85,942.6,0.0,3.8,2024-07-11 03:00:00
26.4,87,942.2,0.0,5.4,2024-07-11 04:00:00
27.5,80,942.4,0.0,0.7,2024-07-11 05:00:00
27.2,83,943.3,0.0,1.8,2024-07-11 06:00:00
27.7,83,943.7,0.0,3.6,2024-07-11 07:00:00
28.9,78,943.6,0.0,1.1,2024-07-11 08:00:00
30.7,72,942.9,0.0,3.1,2024-07-11 09:00:00
32.0,63,942.5,0.1,8.7,2024-07-11 10:00:00
27.4,76,943.7,3.0,24.0,2024-07-11 11:00:00
25.8,84,942.6,3.5,12.3,2024-07-11 12:00:00
28.3,76,941.8,0.0,6.3,2024-07-11 13:00:00
30.7,69,941.0,0.0,5.6,2024-07-11 14:00:00
31.3,68,940.3,0.0,4.7,2024-07-11 15:00:00
31.5,68,939.5,0.0,7.1,2024-07-11 16:00:00
31.1,68,939.0,0.0,8.2,2024-07-11 17:00:00
32.7,63,938.5,0.6,5.1,2024-07-11 18:00:00
31.8,67,938.0,0.0,2.3,2024-07-11 19:00:00
29.4,81,937.7,0.0,3.6,2024-07-11 20:00:00
28.7,82,938.1,0.0,3.4,2024-07-11 21:00:00
28.3,81,938.3,0.0,5.0,2024-07-11 22:00:00
27.7,82,938.4,0.0,4.6,2024-07-11 23:00:00
27.5,82,938.3,0.0,4.7,2024-07-12 00:00:00
27.5,81,938.1,0.0,5.2,2024-07-12 01:00:00
27.2,83,938.0,0.0,6.0,2024-07-12 02:00:00
26.7,84,937.8,0.0,5.4,2024-07-12 03:00:00
26.9,81,937.9,0.0,6.9,2024-07-12 04:00:00
26.4,80,937.8,0.0,6.9,2024-07-12 05:00:00
27.6,77,938.1,0.0,7.1,2024-07-12 06:00:00
29.0,74,938.4,0.0,4.8,2024-07-12 07:00:00
30.6,67,939.0,0.0,4.9,2024-07-12 08:00:00
31.6,63,939.2,0.0,4.7,2024-07-12 09:00:00
32.3,58,939.4,1.5,7.9,2024-07-12 10:00:00
28.5,71,939.9,0.0,19.8,2024-07-12 11:00:00
29.2,70,939.1,0.0,3.6,2024-07-12 12:00:00
30.6,65,939.5,0.0,3.2,2024-07-12 13:00:00
32.0,58,938.7,0.0,2.0,2024-07-12 14:00:00
32.5,56,937.9,0.0,9.0,2024-07-12 15:00:00
32.3,58,938.2,0.0,13.0,2024-07-12 16:00:00
30.7,65,938.4,0.0,10.0,2024-07-12 17:00:00
29.2,66,939.3,0.0,12.3,2024-07-12 18:00:00
28.1,71,938.9,0.0,8.8,2024-07-12 19:00:00
26.9,75,939.1,0.0,6.6,2024-07-12 20:00:00
25.8,81,939.2,0.0,5.8,2024-07-12 21:00:00
25.6,80,939.5,0.0,2.7,2024-07-12 22:00:00
25.2,82,939.2,0.0,5.1,2024-07-12 23:00:00
24.6,85,939.7,0.0,4.0,2024-07-13 00:00:00
24.3,88,939.8,0.0,4.8,2024-07-13 01:00:00
25.3,81,940.1,0.0,1.6,2024-07-13 02:00:00
23.8,90,939.8,0.0,6.2,2024-07-13 03:00:00
23.5,92,939.9,0.0,7.2,2024-07-13 04:00:00
23.6,90,939.9,0.0,5.7,2024-07-13 05:00:00
24.6,86,941.2,0.0,7.1,2024-07-13 06:00:00
25.9,81,941.4,0.0,7.3,2024-07-13 07:00:00
27.7,73,942.1,0.0,5.7,2024-07-13 08:00:00
29.5,65,942.5,0.0,1.6,2024-07-13 09:00:00
31.0,57,942.4,0.0,5.2,2024-07-13 10:00:00
31.4,54,941.8,0.0,3.1,2024-07-13 11:00:00
32.1,51,941.2,0.0,4.0,2024-07-13 12:00:00
32.5,51,940.9,0.0,3.3,2024-07-13 13:00:00
32.2,52,940.3,0.0,3.2,2024-07-13 14:00:00
32.2,52,939.8,0.0,3.2,2024-07-13 15:00:00
32.4,51,939.2,0.0,2.3,2024-07-13 16:00:00
31.8,53,939.0,0.0,5.4,2024-07-13 17:00:00
31.9,57,939.0,0.0,3.2,2024-07-13 18:00:00
30.7,59,939.0,0.0,2.6,2024-07-13 19:00:00
28.3,72,939.0,0.0,3.6,2024-07-13 20:00:00
28.1,68,939.6,0.0,3.7,2024-07-13 21:00:00
27.7,69,939.7,0.0,4.2,2024-07-13 22:00:00
26.9,75,939.9,0.0,6.6,2024-07-13 23:00:00
26.7,76,940.0,0.0,5.4,2024-07-14 00:00:00
26.6,74,939.9,0.0,4.2,2024-07-14 01:00:00
26.4,74,939.7,0.0,6.2,2024-07-14 02:00:00
26.1,76,939.6,0.0,6.0,2024-07-14 03:00:00
26.0,76,939.8,0.0,5.5,2024-07-14 04:00:00
25.5,77,939.7,1.4,5.2,2024-07-14 05:00:00
23.1,74,941.4,10.7,19.7,2024-07-14 06:00:00
24.0,81,941.3,1.7,5.2,2024-07-14 07:00:00
24.9,80,941.4,0.3,4.1,2024-07-14 08:00:00
27.1,72,941.3,0.0,6.6,2024-07-14 09:00:00
29.2,60,942.0,0.0,6.2,2024-07-14 10:00:00
30.7,57,941.9,0.0,6.6,2024-07-14 11:00:00
31.5,57,941.3,0.0,4.9,2024-07-14 12:00:00
32.4,52,940.9,0.0,4.3,2024-07-14 13:00:00
33.1,49,940.3,0.0,4.0,2024-07-14 14:00:00
33.3,47,939.7,0.0,2.4,2024-07-14 15:00:00
33.4,47,939.5,0.0,4.2,2024-07-14 16:00:00
32.9,49,939.2,0.0,4.3,2024-07-14 17:00:00
32.2,56,939.8,0.0,4.5,2024-07-14 18:00:00
29.9,76,939.5,0.0,6.2,2024-07-14 19:00:00
28.1,78,940.0,0.0,7.6,2024-07-14 20:00:00
